split,activity,n_sample,dt_q,dt_uncapped_q,gap_used_q,gap_since_update_q,gap_since_interaction_q,preact_q,time_term_q
test,closure,44388,"[9.7e-05, 0.000222, 0.000404, 0.000766, 0.002806]","[9.7e-05, 0.000222, 0.000404, 0.000766, 0.002806]","[600.0, 600.0, 600.0, 600.0, 600.0]","[600.0, 600.0, 600.0, 600.0, 1800.0]","[1448.0, 8120.0, 28226.5, 77267.25, 333101.05]","[-9.961969, -9.131522, -8.53408, -7.893896, -6.594225]","[0.719701, 0.719701, 0.719701, 0.719701, 0.719701]"
test,endpoint,18353,"[0.25, 0.25, 0.25, 0.25, 0.25]","[0.323733, 0.696487, 1.146837, 2.863376, 9.515242]","[600.0, 600.0, 600.0, 600.0, 600.0]","[600.0, 600.0, 1200.0, 7200.0, 78417.75]","[637.0, 953.0, 2347.5, 10387.0, 86409.0]","[-1.681306, -0.713033, 0.044938, 2.088016, 8.795468]","[0.719701, 0.719701, 0.719701, 0.719701, 0.719701]"
train_replay,closure,51049,"[9.7e-05, 0.000222, 0.000406, 0.000777, 0.002849]","[9.7e-05, 0.000222, 0.000406, 0.000777, 0.002849]","[600.0, 600.0, 600.0, 600.0, 600.0]","[600.0, 600.0, 600.0, 600.0, 1800.0]","[1371.0, 7685.5, 25512.0, 66092.5, 195349.0]","[-9.958694, -9.129293, -8.526424, -7.877383, -6.576127]","[0.719701, 0.719701, 0.719701, 0.719701, 0.719701]"
train_replay,endpoint,20310,"[0.25, 0.25, 0.25, 0.25, 0.25]","[0.352501, 0.761118, 1.267099, 3.015508, 9.957357]","[600.0, 600.0, 600.0, 600.0, 600.0]","[600.0, 600.0, 1200.0, 6000.0, 57600.0]","[638.0, 935.0, 2178.0, 8769.75, 67185.2]","[-1.58098, -0.586202, 0.219719, 2.245544, 9.237608]","[0.719701, 0.719701, 0.719701, 0.719701, 0.719701]"
val,closure,47743,"[9.6e-05, 0.00022, 0.000404, 0.000757, 0.002584]","[9.6e-05, 0.00022, 0.000404, 0.000757, 0.002584]","[599.0, 600.0, 600.0, 600.0, 600.0]","[600.0, 600.0, 600.0, 600.0, 1800.0]","[1558.0, 9880.0, 31708.0, 85585.0, 270598.7]","[-9.974045, -9.142707, -8.532113, -7.90481, -6.676939]","[0.718888, 0.719701, 0.719701, 0.719701, 0.719701]"
val,endpoint,18157,"[0.25, 0.25, 0.25, 0.25, 0.25]","[0.330619, 0.71334, 1.18033, 3.002112, 9.691371]","[600.0, 600.0, 600.0, 600.0, 600.0]","[600.0, 600.0, 1200.0, 8400.0, 79800.0]","[639.0, 958.0, 2437.0, 11333.0, 86694.4]","[-1.656351, -0.679715, 0.093648, 2.231453, 8.971609]","[0.719701, 0.719701, 0.719701, 0.719701, 0.719701]"
