tag,split,queries,snapshots,candidates,pad_masked,pos_nonfinite,pos_nan,pos_posinf,pos_neginf,neg_nan,neg_posinf,neg_neginf,queries_with_invalid_neg,queries_affected,transformed_scores,rr_tgb_raw,rr_guarded,rr_conservative,hits_guarded,state_nonfinite_snapshots,rec_nonfinite_snapshots,mrr_tgb_raw,mrr_guarded,mrr_conservative,hits10_guarded,parity_raw_vs_guarded,parity_guarded_vs_conservative
icews_curonly_recon_s46,val,4832314,1425,424538217752,4728718,0,0,0,0,0,0,0,0,0,0,1518242.1441259803,1518242.1441259803,1518242.1441259803,2426922.0,0,0,0.31418532490355144,0.31418532490355144,0.31418532490355144,0.5022277111959198,True,True
icews_curonly_recon_s46,test,4651378,1696,408642208612,4605578,0,0,0,0,0,0,0,0,0,0,1526039.7691053937,1526039.7691053937,1526039.7691053937,2432753.0,0,0,0.3280833699401325,0.3280833699401325,0.3280833699401325,0.5230176949712537,True,True
