split,activity,n_sample,dt_q,dt_uncapped_q,gap_used_q,gap_since_update_q,gap_since_interaction_q,preact_q,time_term_q
test,closure,7255,"[0.006369, 0.008542, 0.01023, 0.012154, 0.016063]","[0.006369, 0.008542, 0.01023, 0.012154, 0.016063]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[4.0, 19.0, 34.0, 43.0, 50.0]","[-5.953644, -5.659043, -5.477865, -5.304519, -5.023726]","[0.900517, 0.900517, 0.900517, 0.900517, 0.900517]"
test,endpoint,49691,"[0.00571, 0.008305, 0.010332, 0.012681, 0.016827]","[0.00571, 0.008305, 0.010332, 0.012681, 0.016827]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 4.0]","[1.0, 1.0, 1.0, 1.0, 4.0]","[-6.063236, -5.687235, -5.467869, -5.261847, -4.976871]","[0.900517, 0.900517, 0.900517, 0.900517, 0.900517]"
train_replay,closure,12906,"[0.006646, 0.009073, 0.010934, 0.013046, 0.017017]","[0.006646, 0.009073, 0.010934, 0.013046, 0.017017]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 4.0, 10.0, 16.0, 25.0]","[-5.899818, -5.597254, -5.410237, -5.23329, -4.965528]","[0.900517, 0.900517, 0.900517, 0.900517, 0.900517]"
train_replay,endpoint,73549,"[0.000616, 0.007909, 0.010283, 0.012836, 0.01718]","[0.000616, 0.007909, 0.010283, 0.012836, 0.01718]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[-8.2924, -5.721024, -5.468251, -5.248007, -4.955514]","[0.900517, 0.900517, 0.900517, 0.900517, 0.900517]"
val,closure,6879,"[0.006538, 0.008579, 0.010416, 0.012474, 0.016054]","[0.006538, 0.008579, 0.010416, 0.012474, 0.016054]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[4.0, 15.0, 26.0, 32.0, 38.0]","[-5.927367, -5.654677, -5.459689, -5.278397, -5.024249]","[0.900517, 0.900517, 0.900517, 0.900517, 0.900517]"
val,endpoint,49720,"[0.002079, 0.008166, 0.010342, 0.012767, 0.016895]","[0.002079, 0.008166, 0.010342, 0.012767, 0.016895]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 2.0]","[1.0, 1.0, 1.0, 1.0, 2.0]","[-7.075536, -5.704244, -5.466897, -5.255015, -4.972767]","[0.900517, 0.900517, 0.900517, 0.900517, 0.900517]"
