split,activity,n,n_capped,frac_capped,n_zero_gap_used,frac_zero_gap_used,n_zero_gap_global,n_first_update,n_first_interaction,mean_dt,mean_dt_uncapped,mean_log10_gap_used_pos,hist_dt,hist_log10_gap_update,hist_log10_gap_interaction,reservoir_rows,rows_seen
train_replay,endpoint,2374141,0,0.0,41273,0.01738439292358794,0,382887,384705,0.010212356647650488,0.010212356647650488,0.0,2362395 11746 0 0 0 0 0 0 0 0 0 0,382887 0 0 1981827 9427 0 0 0 0 0 0 0 0 0,384705 0 0 1978574 10862 0 0 0 0 0 0 0 0 0,200000,6477842
train_replay,closure,428260,0,0.0,1818,0.004245084761593424,0,1818,1818,0.01123713915600029,0.01123713915600029,0.0,426677 1583 0 0 0 0 0 0 0 0 0 0,1818 0 0 424989 1453 0 0 0 0 0 0 0 0 0,1818 0 0 214424 212018 0 0 0 0 0 0 0 0 0,200000,6477842
val,endpoint,1613946,0,0.0,0,0.0,0,216363,216363,0.01041405097677395,0.01041405097677395,0.0,1607787 6159 0 0 0 0 0 0 0 0 0 0,216363 0 0 1381878 15705 0 0 0 0 0 0 0 0 0,216363 0 0 1381236 16347 0 0 0 0 0 0 0 0 0,200000,6477842
val,closure,222249,0,0.0,0,0.0,0,0,0,0.01073209441284294,0.01073209441284294,0.0,221707 542 0 0 0 0 0 0 0 0 0 0,0 0 0 220959 1290 0 0 0 0 0 0 0 0 0,0 0 0 33419 188830 0 0 0 0 0 0 0 0 0,200000,6477842
test,endpoint,1604472,0,0.0,0,0.0,0,305272,305272,0.010636746600839438,0.010636746600839438,0.0,1598776 5696 0 0 0 0 0 0 0 0 0 0,305272 0 0 1277981 21219 0 0 0 0 0 0 0 0 0,305272 0 0 1277482 21718 0 0 0 0 0 0 0 0 0,200000,6477842
test,closure,234774,0,0.0,0,0.0,0,0,0,0.010571700603482828,0.010571700603482828,0.0,234133 641 0 0 0 0 0 0 0 0 0 0,0 0 0 233666 1108 0 0 0 0 0 0 0 0 0,0 0 0 29426 205348 0 0 0 0 0 0 0 0 0,200000,6477842
