epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb,peak_gpu_reserved_mb,epoch_steps,epoch_nonfinite_loss,epoch_nonfinite_grad,epoch_clipped,epoch_skipped_steps,track_nonfinite_positives,track_nonfinite_negatives,track_skipped_queries
1,0.1530754853402508,0.2112404321928819,0.24328599870204926,167.2,527.9,5108.8,11016.0,1192,0,0,2,0,0,0,0
2,0.13846783880644398,0.21785299086421728,0.26096010208129883,79.1,431.1,5154.9,11018.0,1192,0,0,2,0,0,0,0
3,0.14055194338821125,0.23511971666763226,0.336982399225235,159.3,690.2,5154.9,11018.0,1192,0,0,2,0,0,0,0
4,0.14174106196444106,0.2465188612739245,0.3320535123348236,33.6,758.3,5154.9,11018.0,1192,0,0,2,0,0,0,0
5,0.14336573336610958,0.24883251155912875,0.31649619340896606,75.1,830.5,5154.9,11018.0,1192,0,0,2,0,0,0,0
6,0.14262058154911103,0.24598375849624474,0.3163217604160309,36.9,695.5,5154.9,11018.0,1192,0,0,1,0,0,0,0
7,0.14002815005213223,0.2380557409370939,0.2928714156150818,48.3,754.6,5154.9,11018.0,1192,0,0,16,0,0,0,0
8,0.13969400768862075,0.24711782286117473,0.2802640497684479,106.5,832.3,5154.9,11018.0,1192,0,0,14,0,0,0,0
9,0.14105794794119944,0.2516148054420948,0.30255916714668274,139.8,859.6,5154.9,11018.0,1192,0,0,86,0,0,0,0
10,0.1406981237076423,0.24512753150363764,0.26334649324417114,30.3,737.8,5154.9,11018.0,1192,0,0,90,0,0,0,0
