epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb
1,0.07320653312703276,0.03190000001769513,0.5903991460800171,536.8,535.7,1620.0
2,0.0072714552898344356,0.08444999974928796,0.43187084794044495,548.3,574.9,1704.0
3,0.007409029517071165,0.02310000013234094,0.8342496752738953,575.9,561.0,1704.4
4,0.008851896215310604,0.10305000060759485,0.44512060284614563,552.0,524.0,1704.4
5,0.0074248753536552,0.06465000076144933,0.39992356300354004,532.8,527.6,1704.4
6,0.004782063582926066,0.09535000085197388,0.323316365480423,541.6,538.4,1704.4
7,0.0038198311117523145,0.05580000011101365,0.3588419556617737,573.1,564.1,1704.4
8,0.0029200601252145353,0.14044999859072269,0.2900903820991516,542.0,525.6,1704.4
9,0.0027400086298921297,0.11455000032633543,0.38581836223602295,529.4,518.8,1704.4
10,0.002498240954365833,0.10369999997355044,0.2529905438423157,516.4,516.5,1704.4
11,0.002416477146426104,0.14745000056102872,0.23241719603538513,519.6,519.9,1704.4
12,0.002094657795029119,0.10744999976530671,0.3476826250553131,518.0,532.3,1704.4
