split,activity,n_sample,dt_q,dt_uncapped_q,gap_used_q,gap_since_update_q,gap_since_interaction_q,preact_q,time_term_q
test,closure,13167,"[0.0004, 0.000904, 0.001514, 0.002513, 0.005752]","[0.0004, 0.000904, 0.001514, 0.002513, 0.005752]","[3590.0, 3598.0, 3600.0, 3603.0, 3609.0]","[3592.0, 3599.0, 3603.0, 10798.0, 100794.5]","[227618.3, 1603688.0, 2175842.0, 2365311.0, 2523975.8]","[-8.515925, -7.697054, -7.183294, -6.67543, -5.845162]","[0.68999, 0.691035, 0.691296, 0.691688, 0.692471]"
test,endpoint,16255,"[0.001291, 0.003529, 0.00867, 0.25, 0.25]","[0.001291, 0.003529, 0.00867, 0.283611, 0.77806]","[3591.0, 3598.0, 3600.0, 3603.0, 3609.0]","[3599.0, 18002.0, 104401.0, 437785.0, 1470789.0]","[4697.0, 20902.0, 107641.0, 441301.5, 1506230.0]","[-7.342795, -6.335515, -5.434481, -1.804497, -0.526459]","[0.69012, 0.691035, 0.691296, 0.691688, 0.692471]"
train_replay,closure,63811,"[0.000347, 0.000835, 0.001507, 0.002646, 0.006175]","[0.000347, 0.000835, 0.001507, 0.002646, 0.006175]","[3591.0, 3597.0, 3600.0, 3602.0, 3610.0]","[3593.0, 3599.0, 3603.0, 10801.0, 93597.0]","[34273.9, 245129.0, 629207.0, 1118919.0, 1622440.7]","[-8.65628, -7.777818, -7.187304, -6.624366, -5.77521]","[0.69012, 0.690905, 0.691296, 0.691558, 0.692601]"
train_replay,endpoint,78865,"[0.001353, 0.003599, 0.00848, 0.25, 0.25]","[0.001353, 0.003599, 0.00848, 0.262742, 0.772351]","[3591.0, 3598.0, 3600.0, 3602.0, 3609.0]","[3599.0, 10803.0, 68405.0, 234000.0, 705605.0]","[4402.35, 14687.0, 74411.5, 244687.5, 737119.8]","[-7.296251, -6.315929, -5.456912, -1.893503, -0.538735]","[0.69012, 0.691035, 0.691296, 0.691558, 0.692471]"
val,closure,11109,"[0.000377, 0.000916, 0.001523, 0.002558, 0.005807]","[0.000377, 0.000916, 0.001523, 0.002558, 0.005807]","[3594.0, 3598.0, 3600.0, 3601.0, 3607.0]","[3595.0, 3599.0, 3601.0, 10800.0, 86393.6]","[195032.6, 1325403.0, 1823689.0, 1966456.0, 2095714.2]","[-8.569794, -7.68359, -7.17549, -6.656696, -5.836772]","[0.690513, 0.691035, 0.691296, 0.691427, 0.69221]"
val,endpoint,16793,"[0.001306, 0.00351, 0.008348, 0.25, 0.25]","[0.001306, 0.00351, 0.008348, 0.260592, 0.768526]","[3595.0, 3598.0, 3600.0, 3601.0, 3607.0]","[3599.0, 17999.0, 86393.0, 367002.0, 1229198.5]","[4653.0, 19321.5, 87639.0, 375132.0, 1255576.0]","[-7.331604, -6.339395, -5.471171, -1.901135, -0.544464]","[0.690643, 0.691035, 0.691296, 0.691427, 0.69221]"
