epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb
1,0.24719743415409204,0.009980000133132562,0.2651490271091461,152.5,222.2,7426.5
2,0.07440550716555848,0.010160000033080577,0.20521974563598633,155.0,216.8,7431.6
3,0.05354076209573113,0.061339999652951956,0.20287729799747467,154.8,218.3,7431.6
4,0.04853897855370021,0.045000000211447476,0.20486557483673096,154.5,217.3,7431.6
5,0.04400006957276135,0.05590000015109777,0.1627424955368042,154.2,216.5,7431.6
6,0.03833058240766428,0.01577999997369945,0.13901188969612122,153.1,215.8,7431.9
7,0.03156204649000144,0.01594000012157485,0.1009342223405838,149.4,206.9,7431.9
8,0.025455062486687486,0.05858000045321882,0.08328551799058914,145.6,206.3,7431.9
9,0.02274729023516482,0.04511999971827492,0.08222335577011108,147.3,207.6,7431.9
10,0.02234887025718178,0.07348000103086233,0.10933190584182739,144.7,206.2,7431.9
11,0.022611588097120425,0.02649999983061105,0.07515835016965866,145.1,205.0,7431.9
12,0.017046479451261004,0.07243999917879701,0.053387004882097244,147.1,208.5,7431.9
13,0.016307814959056522,0.08959999840661884,0.05119883641600609,145.6,208.8,7431.9
14,0.013612215017557753,0.09097999919041991,0.039832424372434616,145.9,210.6,7431.9
15,0.013958013977627364,0.021859999968409538,0.07506770640611649,147.7,204.9,7431.9
16,0.023741255124688755,0.06658000052437187,0.07484880834817886,145.5,206.9,7431.9
17,0.014120623535875763,0.08035999811902642,0.04085225984454155,155.3,221.5,7431.9
18,0.011891235911040281,0.09278000068590045,0.04101341962814331,158.5,216.2,7431.9
19,0.011610760686120816,0.07079999958574772,0.04281076043844223,156.4,217.1,7431.9
20,0.009905027781556152,0.09597999956294895,0.033538538962602615,154.9,223.5,7431.9
21,0.01231861295064493,0.08258000081852078,0.04266267642378807,152.1,219.6,7431.9
22,0.011911737466497081,0.09318000190243125,0.03413255140185356,154.0,220.1,7431.9
23,0.008908802168253733,0.0645199998741597,0.03211773931980133,149.7,219.7,7431.9
24,0.011801021458695129,0.0809200005684793,0.07565207034349442,154.8,218.0,7431.9
25,0.016917166651739757,0.02821999978132546,0.07754097133874893,152.2,218.0,7431.9
