epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb,peak_gpu_reserved_mb,epoch_steps,epoch_nonfinite_loss,epoch_nonfinite_grad,epoch_clipped,epoch_skipped_steps,track_nonfinite_positives,track_nonfinite_negatives,track_skipped_queries
1,0.40023071912670494,0.3672957997858524,0.4296959936618805,22.3,13.8,1922.4,4014.0,532,0,0,5,0,0,0,0
2,0.27372879176435616,0.36140087470561266,0.4374964237213135,19.3,19.8,2130.5,4014.0,532,0,0,2,0,0,0,0
3,0.24534279168268344,0.36951209785193206,0.40800923109054565,74.5,40.8,2130.5,4014.0,532,0,0,4,0,0,0,0
4,0.24003136100569614,0.36676267405450347,0.4332773983478546,69.0,36.2,2130.5,4014.0,532,0,0,4,0,0,0,0
5,0.2385319065638727,0.37492392073571684,0.43785524368286133,53.4,13.8,2130.5,4014.0,532,0,0,5,0,0,0,0
6,0.23168436226371983,0.3695490361765027,0.4393015205860138,14.9,7.5,2130.5,4014.0,532,0,0,2,0,0,0,0
7,0.23108829556495175,0.36755063684135675,0.44683897495269775,16.1,9.8,2130.5,4014.0,532,0,0,5,0,0,0,0
8,0.22878219246080048,0.36810035790652035,0.43773192167282104,14.9,8.6,2130.5,4014.0,532,0,0,6,0,0,0,0
9,0.2268401192627231,0.36629995432645085,0.4430731534957886,14.5,7.1,2130.5,4014.0,532,0,0,4,0,0,0,0
10,0.22452295787240328,0.36510940203666686,0.44797107577323914,14.7,6.9,2130.5,4014.0,532,0,0,4,0,0,0,0
11,0.222777700079675,0.367525337138772,0.426205039024353,15.8,7.3,2130.5,4014.0,532,0,0,0,0,0,0,0
12,0.22350780870345302,0.3673569820418954,0.430320143699646,15.9,8.0,2130.5,4014.0,532,0,0,5,0,0,0,0
13,0.22288364171981812,0.3663291986569762,0.42943790555000305,50.8,56.8,2130.5,4014.0,532,0,0,5,0,0,0,0
