dataset,model,seed,epochs,best_track_epoch,best_track_val_mrr,parameter_count,commit_hash,train_edges,final_val_edges,final_test_edges,config_json,validation_mrr,test_mrr,final_val_loss,final_test_loss,final_eval_sec,final_eval_peak_gpu_mem_mb,test_hits10
thgl-forum,FaithfulEventTemporalSheaf,46,4,4,0.2415703480988741,634300,09c27e8f3879cb2cebf51a3f945374c3edfeb766,4000000,3563658,3563653,"{""bptt_steps"": 1, ""cache_warm_history"": false, ""candidate_chunk_size"": 1024, ""closure_hops"": 1, ""context_edges"": 50000, ""d"": 2, ""dataset"": ""thgl-forum"", ""delta_time_scale"": ""auto"", ""emb_in_head"": false, ""epochs"": 4, ""eval_only"": null, ""feedback_dim"": 16, ""grad_clip"": 1.0, ""hidden_channels"": 8, ""layers"": 0, ""learn_node_emb"": false, ""lr"": 0.001, ""max_score_elements"": 4000000, ""min_epochs"": 2, ""model"": ""faithful"", ""no_delta_t"": false, ""no_dst_range"": false, ""no_memory"": true, ""no_memory_readout"": false, ""node_type_emb"": true, ""out"": ""results/event_bench/leakfree2/forum_coreoff_norec_s46"", ""patience"": 3, ""predict_from_previous"": true, ""recurrency_decoder"": false, ""recurrency_symmetric"": false, ""recurrency_untyped"": false, ""relation_in_input"": true, ""reserve_gpu_mb"": null, ""save_checkpoint"": true, ""seed"": 46, ""sheaf_conditioning"": ""history"", ""sheaf_identity"": false, ""skip_final_eval"": false, ""temporal_d_model"": 64, ""test_edges_cap"": null, ""time_window"": 600.0, ""track_val_edges"": 20000, ""train_edges_cap"": 4000000, ""train_loss"": ""softplus"", ""train_negatives_per_pos"": 32, ""val_edges_cap"": null, ""weight_decay"": 0.0}",0.23604895498454048,0.22017514972906452,0.48758602142333984,0.5216407179832458,13394.2,3732.4,0.33944410410782516
