epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb,peak_gpu_reserved_mb,epoch_steps,epoch_nonfinite_loss,epoch_nonfinite_grad,epoch_clipped,epoch_skipped_steps,track_nonfinite_positives,track_nonfinite_negatives,track_skipped_queries
1,0.10373734271864302,0.5547897939062119,0.09123121201992035,10.3,134.5,9237.4,25036.0,97,0,0,3,0,0,0,0
2,0.05317979294461073,0.5859477962946892,0.0798138827085495,9.6,101.1,10326.7,25036.0,97,0,0,0,0,0,0,0
3,0.05031985284510961,0.6332024603426456,0.07563517987728119,10.5,105.0,10326.7,25036.0,97,0,0,0,0,0,0,0
4,0.04757170455971944,0.6444963317358494,0.07321406900882721,10.6,113.5,10326.7,25036.0,97,0,0,0,0,0,0,0
5,0.04631106095561355,0.6592195930755138,0.0722503736615181,12.1,106.0,10326.7,25036.0,97,0,0,0,0,0,0,0
6,0.04377064979683185,0.6866472627687454,0.05945665389299393,16.5,104.0,10326.7,25036.0,97,0,0,0,0,0,0,0
7,0.04146367459337121,0.7079185860788823,0.06326432526111603,10.0,103.5,10326.7,25036.0,97,0,0,0,0,0,0,0
8,0.04068494104232985,0.7205566221666336,0.05719136819243431,10.8,109.4,10326.7,25036.0,97,0,0,0,0,0,0,0
9,0.040259864181280136,0.7251893436527252,0.05279991403222084,17.3,100.8,10326.7,25036.0,97,0,0,0,0,0,0,0
10,0.03986230020209686,0.726514319177866,0.058581434190273285,9.2,100.2,10326.7,25036.0,97,0,0,0,0,0,0,0
11,0.03897465406388966,0.726667835855484,0.05575960874557495,10.4,103.8,10326.7,25036.0,97,0,0,0,0,0,0,0
12,0.04660594643852145,0.7286506783270836,0.09177061170339584,10.5,103.1,10326.7,25036.0,97,0,0,0,0,0,0,0
13,0.04465753348909088,0.7313448002874852,0.05975193902850151,20.6,110.9,10326.7,25036.0,97,0,0,0,0,0,0,0
14,0.042359991738399896,0.7334143128120899,0.058940589427948,22.1,105.7,10326.7,25036.0,97,0,0,0,0,0,0,0
15,0.04000411871052587,0.729806025980711,0.05882033333182335,9.4,98.6,10326.7,25036.0,97,0,0,0,0,0,0,0
