split,activity,n,n_capped,frac_capped,n_zero_gap_used,frac_zero_gap_used,n_zero_gap_global,n_first_update,n_first_interaction,mean_dt,mean_dt_uncapped,mean_log10_gap_used_pos,hist_dt,hist_log10_gap_update,hist_log10_gap_interaction,reservoir_rows,rows_seen
train_replay,endpoint,127665,123161,0.9647201660596091,3503,0.027439000509145026,0,3503,7475,0.24131270309056344,91.68076995955295,3.2999144112214727,4411 39 11 6 13 6 4 4 2 4 4 123161,3503 0 0 0 0 56433 47495 17940 2289 5 0 0 0 0,7475 0 0 0 0 38799 44813 27729 8616 233 0 0 0 0,200000,1389498
train_replay,closure,894276,888875,0.993960477525954,3972,0.004441581793540249,0,3972,132309,0.24851912315833763,61.341998327278446,3.3164490961723705,5259 38 24 12 11 10 10 8 8 10 11 888875,3972 0 0 0 0 342639 419514 119751 8390 10 0 0 0 0,132309 0 0 0 0 8339 90887 289709 333588 39444 0 0 0 0,200000,1389498
val,endpoint,26656,25713,0.9646233493397359,836,0.031362545018007205,0,836,836,0.2413217945125911,87.722866461879,3.3770625917485053,919 8 3 3 1 3 1 1 3 1 0 25713,836 0 0 0 0 11339 9328 4193 931 29 0 0 0 0,836 0 0 0 0 8281 9253 5860 2208 218 0 0 0 0,200000,1389498
val,closure,136421,136331,0.9993402775232553,0,0.0,0,0,0,0.24984487666661973,62.37540440830456,3.373081457398351,75 5 3 2 2 1 0 0 0 1 1 136331,0 0 0 0 0 50194 62515 21611 2069 32 0 0 0 0,0 0 0 0 0 1192 12858 39601 47611 35159 0 0 0 0,200000,1389498
test,endpoint,28587,27553,0.9638297128065204,916,0.0320425368174345,0,916,916,0.2411107870939865,89.64124022239825,3.444208568792869,1010 8 5 4 2 0 1 1 2 1 0 27553,916 0 0 0 0 11016 10329 5024 1198 104 0 0 0 0,916 0 0 0 0 7809 9930 6874 2714 344 0 0 0 0,200000,1389498
test,closure,175893,175771,0.999306396502419,0,0.0,0,0,0,0.24984174675742624,61.05694978799428,3.3468599422728165,100 3 2 4 5 0 2 2 1 2 1 175771,0 0 0 0 0 66768 80898 25480 2710 37 0 0 0 0,0 0 0 0 0 1357 15391 49774 60403 48968 0 0 0 0,200000,1389498
