split,activity,n_sample,dt_q,dt_uncapped_q,gap_used_q,gap_since_update_q,gap_since_interaction_q,preact_q,time_term_q
test,closure,25537,"[0.25, 0.25, 0.25, 0.25, 0.25]","[43.338245, 47.524181, 53.224354, 62.056507, 97.026411]","[577.0, 606.0, 1246.0, 4839.0, 43829.0]","[577.0, 606.0, 1246.0, 4839.0, 43829.0]","[4362.6, 46214.0, 220148.0, 1233914.0, 2160823.8]","[42.043756, 46.123337, 51.231762, 60.17585, 95.545558]","[0.733056, 0.757732, 1.177191, 2.182303, 4.057795]"
test,endpoint,4113,"[0.25, 0.25, 0.25, 0.25, 0.25]","[33.142918, 60.182827, 81.475708, 97.490913, 182.938538]","[559.0, 602.0, 1214.0, 7803.0, 91345.6]","[575.0, 604.0, 1234.0, 8397.0, 94463.8]","[615.0, 906.0, 3036.0, 31320.0, 275449.8]","[30.447653, 57.823647, 79.81443, 96.060188, 181.12598]","[0.717385, 0.75437, 1.160339, 2.575161, 4.701099]"
train_replay,closure,128531,"[0.25, 0.25, 0.25, 0.25, 0.25]","[42.986559, 47.784035, 53.451218, 62.748156, 100.538902]","[576.0, 605.0, 1220.0, 4785.0, 34798.0]","[578.0, 605.0, 1223.0, 4788.0, 34805.3]","[3100.0, 26632.75, 94957.5, 325895.5, 1007701.35]","[41.741329, 46.324047, 51.630009, 60.907078, 99.193542]","[0.732193, 0.756893, 1.163523, 2.17324, 3.856513]"
train_replay,endpoint,18402,"[0.25, 0.25, 0.25, 0.25, 0.25]","[25.40907, 59.147663, 81.144325, 104.00329, 193.094907]","[562.0, 600.0, 1190.5, 4211.0, 49797.9]","[577.0, 601.25, 1196.0, 4791.0, 51593.3]","[615.0, 838.0, 2149.0, 18800.5, 164415.5]","[23.908471, 56.956006, 79.576683, 102.677036, 191.905114]","[0.720016, 0.752683, 1.147755, 2.070677, 4.169382]"
val,closure,19584,"[0.25, 0.25, 0.25, 0.25, 0.25]","[43.424382, 48.618508, 54.840517, 63.896745, 100.888279]","[581.0, 606.0, 1787.0, 5976.0, 45577.9]","[581.0, 606.0, 1787.0, 5976.0, 45577.9]","[3906.4, 40210.25, 198236.0, 1018310.75, 1761141.4]","[42.121214, 46.988437, 52.932266, 62.019821, 99.521571]","[0.736501, 0.757732, 1.422042, 2.354245, 4.091977]"
val,endpoint,3833,"[0.25, 0.25, 0.25, 0.25, 0.25]","[23.759882, 61.610394, 82.187927, 99.153236, 167.109332]","[562.0, 600.0, 1200.0, 5999.0, 80044.8]","[580.0, 602.0, 1206.0, 6594.5, 81436.4]","[615.0, 832.0, 2291.0, 23790.5, 227320.3]","[22.18889, 59.548676, 80.677338, 97.53582, 165.231741]","[0.720016, 0.752683, 1.152864, 2.357399, 4.585177]"
