split,activity,n_sample,dt_q,dt_uncapped_q,gap_used_q,gap_since_update_q,gap_since_interaction_q,preact_q,time_term_q
test,closure,24304,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[86400.0, 86400.0, 86400.0, 86400.0, 86400.0]","[86400.0, 86400.0, 86400.0, 172800.0, 604800.0]","[172800.0, 2682000.0, 21423600.0, 99450000.0, 147567600.0]","[-6498.141772, -3935.964478, -3282.954468, -2867.423157, -1961.026251]","[1.322423, 1.322423, 1.322423, 1.322423, 1.322423]"
test,endpoint,4178,"[0.0, 0.0, 0.0, 0.0, 0.25]","[0.0, 0.0, 0.0, 0.0, 11.537671]","[86400.0, 86400.0, 86400.0, 86400.0, 86400.0]","[86400.0, 86400.0, 172800.0, 1900800.0, 40647600.0]","[86400.0, 86400.0, 432000.0, 3024000.0, 45378900.0]","[-11241.890869, -6095.395874, -4853.645996, -3445.916992, 10.215239]","[1.322423, 1.322423, 1.322423, 1.322423, 1.322423]"
train_replay,closure,120088,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[86400.0, 86400.0, 86400.0, 86400.0, 86400.0]","[86400.0, 86400.0, 86400.0, 86400.0, 518400.0]","[172800.0, 1468800.0, 7254000.0, 27043200.0, 75078000.0]","[-6180.873047, -3817.271118, -3224.240234, -2825.480774, -1912.734845]","[1.322423, 1.322423, 1.322423, 1.322423, 1.322423]"
train_replay,endpoint,19419,"[0.0, 0.0, 0.0, 0.0, 0.25]","[0.0, 0.0, 0.0, 0.0, 12.340984]","[86400.0, 86400.0, 86400.0, 86400.0, 86400.0]","[86400.0, 86400.0, 86400.0, 691200.0, 16412940.0]","[86400.0, 86400.0, 345600.0, 1987200.0, 19696320.0]","[-11904.108887, -6418.817627, -4564.57959, -3101.714844, 11.018556]","[1.322423, 1.322423, 1.322423, 1.322423, 1.322423]"
val,closure,27599,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[86400.0, 86400.0, 86400.0, 86400.0, 86400.0]","[86400.0, 86400.0, 86400.0, 172800.0, 604800.0]","[259200.0, 2593800.0, 19098000.0, 81990000.0, 120873600.0]","[-6176.20376, -3867.409302, -3257.713867, -2846.867432, -1938.297205]","[1.322423, 1.322423, 1.322423, 1.322423, 1.322423]"
val,endpoint,4412,"[0.0, 0.0, 0.0, 0.0, 0.25]","[0.0, 0.0, 0.0, 0.0, 11.574181]","[86400.0, 86400.0, 86400.0, 86400.0, 86400.0]","[86400.0, 86400.0, 86400.0, 1728000.0, 42713280.0]","[86400.0, 86400.0, 432000.0, 3110400.0, 46810800.0]","[-11367.870068, -6136.908447, -4847.326416, -3412.783142, 10.251748]","[1.322423, 1.322423, 1.322423, 1.322423, 1.322423]"
