dataset,model,seed,epochs,best_track_epoch,best_track_val_mrr,parameter_count,commit_hash,train_edges,final_val_edges,final_test_edges,config_json,validation_mrr,test_mrr,final_val_loss,final_test_loss,final_eval_sec,final_eval_peak_gpu_mem_mb,test_hits10
tkgl-smallpedia,FaithfulEventTemporalSheaf,43,10,-1,-inf,648803,09c27e8f3879cb2cebf51a3f945374c3edfeb766,775514,162066,163172,"{""bptt_steps"": 1, ""cache_warm_history"": false, ""candidate_chunk_size"": 1024, ""closure_hops"": 1, ""context_edges"": 50000, ""d"": 2, ""dataset"": ""tkgl-smallpedia"", ""epochs"": 10, ""eval_only"": ""results/event_bench/sp_untyped_sym_s47/best.pt"", ""feedback_dim"": 16, ""grad_clip"": 1.0, ""hidden_channels"": 8, ""layers"": 2, ""learn_node_emb"": false, ""lr"": 0.01, ""max_score_elements"": 4000000, ""min_epochs"": 1, ""model"": ""faithful"", ""no_delta_t"": false, ""no_dst_range"": false, ""no_memory_readout"": false, ""node_type_emb"": false, ""out"": ""results/analytic/rescore_sp_sym_s47"", ""patience"": null, ""recurrency_decoder"": true, ""recurrency_symmetric"": true, ""recurrency_untyped"": true, ""relation_in_input"": true, ""save_checkpoint"": false, ""seed"": 43, ""sheaf_conditioning"": ""history"", ""sheaf_identity"": false, ""skip_final_eval"": false, ""temporal_d_model"": 64, ""test_edges_cap"": null, ""time_window"": null, ""track_val_edges"": 50000, ""train_edges_cap"": null, ""train_loss"": ""softplus"", ""train_negatives_per_pos"": 32, ""val_edges_cap"": null, ""weight_decay"": 0.0}",0.6475934446061752,0.6151749362182661,0.032791122794151306,0.10414468497037888,531.6,20052.9,0.7117826562449074
