epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb,peak_gpu_reserved_mb,epoch_steps,epoch_nonfinite_loss,epoch_nonfinite_grad,epoch_clipped,epoch_skipped_steps,track_nonfinite_positives,track_nonfinite_negatives,track_skipped_queries
1,0.36230402714327764,0.3610003457441926,0.4728413224220276,87.4,47.0,6566.6,7216.0,532,0,0,7,0,0,0,0
2,0.25094949725763244,0.3662571665510535,0.4138936996459961,88.6,33.3,6982.8,7616.0,532,0,0,4,0,0,0,0
3,0.23274740685981915,0.3744481619745493,0.4076252281665802,62.6,27.8,6982.8,7656.0,532,0,0,4,0,0,0,0
4,0.23047793735014765,0.37908808306902647,0.41410061717033386,60.7,27.7,7482.7,8116.0,532,0,0,5,0,0,0,0
5,0.226656669064572,0.37437776815891266,0.38841697573661804,62.1,27.3,7540.0,8136.0,532,0,0,3,0,0,0,0
6,0.22583776058391072,0.37618202205300333,0.38470959663391113,63.0,26.7,7540.0,8136.0,532,0,0,4,0,0,0,0
7,0.2234849171586951,0.3764462211549282,0.385148286819458,62.5,27.2,7620.9,8136.0,532,0,0,0,0,0,0,0
8,0.22409574124485926,0.3703361394688487,0.40105509757995605,62.7,27.5,8091.2,8776.0,532,0,0,0,0,0,0,0
9,0.22347027490517699,0.3715626384213567,0.3970051109790802,62.6,27.5,8091.2,8776.0,532,0,0,2,0,0,0,0
10,0.22372134576054445,0.37032592849731444,0.39822953939437866,67.1,37.0,8261.0,8876.0,532,0,0,3,0,0,0,0
11,0.22227391975938826,0.36668488531559706,0.40960246324539185,78.4,42.4,8261.0,8876.0,532,0,0,1,0,0,0,0
12,0.22219911448769553,0.37334775396883485,0.4044894278049469,77.6,27.4,8261.0,8876.0,532,0,0,0,0,0,0,0
