path,repeat,snapshots,edges,sec,peak_alloc_mb,output_max_abs_diff
reference,0,561,20000,147.34247780404985,112.58544921875,0.0
reference,1,561,20000,154.01148339547217,112.58544921875,0.0
reference,2,561,20000,167.75407270155847,112.58544921875,0.0
fast_bypass,0,561,20000,4.099248122423887,20.32568359375,0.0
fast_bypass,1,561,20000,3.721994560211897,20.32568359375,0.0
fast_bypass,2,561,20000,3.878723669797182,20.32568359375,0.0
