split,activity,n_sample,dt_q,dt_uncapped_q,gap_used_q,gap_since_update_q,gap_since_interaction_q,preact_q,time_term_q
test,closure,25537,"[0.25, 0.25, 0.25, 0.25, 0.25]","[44.820399, 52.400173, 59.16544, 68.217461, 102.050061]","[577.0, 606.0, 1246.0, 4839.0, 43829.0]","[577.0, 606.0, 1246.0, 4839.0, 43829.0]","[4362.6, 46214.0, 220148.0, 1233914.0, 2160823.8]","[43.46129, 50.916821, 57.20956, 66.174583, 100.371349]","[0.752617, 0.778098, 1.21216, 2.256627, 4.211116]"
test,endpoint,4113,"[0.25, 0.25, 0.25, 0.25, 0.25]","[45.234103, 67.655075, 84.846054, 102.623871, 177.830872]","[559.0, 602.0, 1214.0, 7803.0, 91345.6]","[575.0, 604.0, 1234.0, 8397.0, 94463.8]","[615.0, 906.0, 3036.0, 31320.0, 275449.8]","[43.022807, 65.283356, 83.267982, 101.078262, 175.449063]","[0.736439, 0.774625, 1.194692, 2.665715, 4.881953]"
train_replay,closure,128531,"[0.25, 0.25, 0.25, 0.25, 0.25]","[43.309523, 51.884792, 58.312023, 67.407974, 107.038376]","[576.0, 605.0, 1220.0, 4785.0, 34798.0]","[578.0, 605.0, 1223.0, 4788.0, 34805.3]","[3100.0, 26632.75, 94957.5, 325895.5, 1007701.35]","[41.841177, 50.356094, 56.48856, 65.513935, 105.600006]","[0.751726, 0.777231, 1.197993, 2.247194, 4.001241]"
train_replay,endpoint,18402,"[0.25, 0.25, 0.25, 0.25, 0.25]","[43.582865, 64.854218, 83.17131, 103.866936, 181.825961]","[562.0, 600.0, 1190.5, 4211.0, 49797.9]","[577.0, 601.25, 1196.0, 4791.0, 51593.3]","[615.0, 838.0, 2149.0, 18800.5, 164415.5]","[41.756417, 62.720186, 81.666405, 102.657932, 180.431817]","[0.739155, 0.772883, 1.18165, 2.140448, 4.327473]"
val,closure,19584,"[0.25, 0.25, 0.25, 0.25, 0.25]","[44.873038, 53.358271, 60.876944, 69.737518, 105.839619]","[581.0, 606.0, 1787.0, 5976.0, 45577.9]","[581.0, 606.0, 1787.0, 5976.0, 45577.9]","[3906.4, 40210.25, 198236.0, 1018310.75, 1761141.4]","[43.564814, 51.673411, 58.808323, 67.721724, 104.118358]","[0.756174, 0.778098, 1.466167, 2.435637, 4.246759]"
val,endpoint,3833,"[0.25, 0.25, 0.25, 0.25, 0.25]","[43.67333, 68.371994, 85.359428, 100.656662, 166.431198]","[562.0, 600.0, 1200.0, 5999.0, 80044.8]","[580.0, 602.0, 1206.0, 6594.5, 81436.4]","[615.0, 832.0, 2291.0, 23790.5, 227320.3]","[42.045477, 66.10041, 83.526756, 99.33889, 163.873868]","[0.739155, 0.772883, 1.186945, 2.438921, 4.761065]"
