cell,scenario,segment,pair,n,mean_diff,ci_lo,ci_hi,n_neg,n_pos,rel_mean_diff
snr0,A,pre,hist-in,50,9.544902689450629e-06,-9.989553937911391e-05,0.00011728264992087271,26,24,5.283140298350446e-05
snr0,A,pre,in-cur,50,-0.0349290829731369,-0.03930623353266212,-0.030170813084997524,49,1,-0.16201151198501437
snr0,A,pre,hist-legs,50,-0.03970553792478401,-0.04456870075098861,-0.03478249602392527,49,1,-0.1801666353009384
snr0,A,pre,cur-legs,50,-0.00478599985433656,-0.007212342650201311,-0.002330836639896558,35,15,-0.021716806656543738
snr0,B,all,hist-cur,50,0.023633502962264644,0.019271494832065635,0.02735302137816788,3,47,0.1472060665136372
snr0,B,all,hist-in,50,7.636913060422023e-06,-9.04534103954649e-06,2.5222347623068257e-05,22,28,4.146598919747519e-05
snr0,B,all,in-cur,50,0.023625866049204226,0.019416736078735012,0.027498214318699733,3,47,0.14715849845173265
snr0,B,all,hist-legs,50,-0.016055697088378267,-0.01748236733773872,-0.014588172265588565,50,0,-0.08018375952763479
snr0,B,all,cur-legs,50,-0.03968920005064291,-0.04400357142242392,-0.03463010172254554,49,1,-0.19821184064368694
snr0,B,post,hist-cur,50,0.013398182565509585,0.009096431084564016,0.017155665910158883,7,43,0.08209948866046853
snr0,B,post,hist-in,50,-4.190669524950508e-08,-1.8187339669316305e-05,2.014866573185133e-05,30,20,-2.373070715000639e-07
snr0,B,post,in-cur,50,0.013398224472204835,0.00907471674547581,0.01701194833579937,7,43,0.08209974545039019
snr0,B,post,hist-legs,50,-0.02585574740923522,-0.02770448955157536,-0.024026259570794652,50,0,-0.12771524680638746
snr0,B,post,cur-legs,50,-0.0392539299747448,-0.044475454807593455,-0.03356017297620939,49,1,-0.19389597506102302
snr0,B,pre,hist-cur,50,0.034346666831285066,0.029597939616904205,0.038531689115661266,3,47,0.20433308905792236
snr0,B,pre,hist-in,50,1.4767397802230575e-05,-5.991485945222696e-06,3.505937218194701e-05,23,27,7.295299741191124e-05
snr0,B,pre,in-cur,50,0.03433189943348283,0.029507187462404855,0.038537103566479214,3,47,0.20424523575835477
snr0,B,pre,hist-legs,50,-0.008205191915032784,-0.01091588737641815,-0.005662882807459616,40,10,-0.03895299520561199
snr0,B,pre,cur-legs,50,-0.042551858746317846,-0.047478631034934306,-0.03732147257422865,49,1,-0.2020089678461317
snr20,A,all,hist-cur,50,-1.3859777754624964e-05,-2.2503999718811838e-05,-3.816431053116166e-06,41,9,-0.000226660727104893
snr20,A,all,hist-in,50,-1.0942982102059295e-07,-3.795724874838483e-07,1.6669504985291495e-07,25,25,-1.7900014034418195e-06
snr20,A,all,in-cur,50,-1.3750347933604371e-05,-2.269051720463146e-05,-3.418863083043011e-06,41,9,-0.0002248711282210863
snr20,A,all,hist-legs,50,-1.3859777754628642e-05,-2.2844762415712893e-05,-3.884224229527182e-06,41,9,-0.00022666072710495315
snr20,A,all,cur-legs,50,-3.677613769070831e-18,-1.6375789613221058e-17,9.08995101411847e-18,6,4,-6.014314411574174e-17
snr20,A,post,hist-cur,50,-1.309578372702229e-05,-2.8298133820200468e-05,3.4942465590162024e-06,33,17,-0.00021074337557642494
snr20,A,post,hist-in,50,2.3938414437811584e-07,-7.673635241953869e-07,1.5073622446249367e-06,22,28,3.853106623970843e-06
snr20,A,post,in-cur,50,-1.3335167871400405e-05,-2.9493867277550784e-05,3.0884786055280704e-06,34,16,-0.00021459565534045471
snr20,A,post,hist-legs,50,-1.3095783727027633e-05,-2.8424634112483677e-05,3.3134291544848345e-06,33,17,-0.00021074337557651092
snr20,A,post,cur-legs,50,-5.342948306008566e-18,-2.5118795932144167e-17,1.4783313462274363e-17,11,8,-8.598118180702529e-17
snr20,A,pre,hist-cur,50,-2.1548702060379817e-05,-3.774582796144114e-05,-4.99407943194626e-06,34,16,-0.0003358706020073607
snr20,A,pre,hist-in,50,-4.533156057080767e-07,-1.3446168384339124e-06,3.485632416488396e-07,26,24,-7.067964639076823e-06
snr20,A,pre,in-cur,50,-2.1095386454671738e-05,-3.747654298070048e-05,-3.81389722367921e-06,34,16,-0.00032880496135012383
snr20,A,pre,hist-legs,50,-2.1548702060377665e-05,-3.7699240478132734e-05,-4.737274333628209e-06,34,16,-0.0003358706020073272
snr20,A,pre,cur-legs,50,2.1510571102112408e-18,-1.547373340571312e-17,2.0193915983846018e-17,9,9,3.352762707166636e-17
snr20,B,all,hist-cur,50,4.902276284287618e-05,2.4976358104653318e-05,7.150258441538353e-05,9,41,0.002347068706081443
snr20,B,all,hist-in,50,1.8524279332687855e-14,2.000916793365449e-16,3.865902736821525e-14,24,26,8.848124314965505e-13
snr20,B,all,in-cur,50,4.90227628243519e-05,2.4919216079567748e-05,7.175568444446917e-05,9,41,0.002347068705194554
snr20,B,all,hist-legs,50,-9.922618282587336e-18,-4.9753604014490806e-17,3.011479954295737e-17,20,18,-4.739539850237475e-16
snr20,B,all,cur-legs,50,-4.902276284288611e-05,-7.034660383545644e-05,-2.5246606235525174e-05,41,9,-0.0023415728736671236
snr20,B,post,hist-cur,50,3.550849042820985e-05,2.903444218502331e-06,6.660736173420758e-05,17,33,0.0016797260440065387
snr20,B,post,hist-in,50,1.762402723759493e-14,8.09581568450568e-15,2.753417112366652e-14,18,32,8.323050275464894e-13
snr20,B,post,in-cur,50,3.550849041058582e-05,3.7190495339326573e-06,6.708261197690195e-05,17,33,0.0016797260431728356
snr20,B,post,hist-legs,50,2.1926904736346843e-17,-2.8411301089548134e-17,7.577445615414292e-17,17,21,1.035510942223766e-15
snr20,B,post,cur-legs,50,-3.550849042818792e-05,-6.611830090027016e-05,-2.0893672133452276e-06,33,17,-0.0016769092957879316
snr20,B,pre,hist-cur,50,6.53236179826741e-05,3.762466796088693e-05,9.049002680250848e-05,13,37,0.002979895675837027
snr20,B,pre,hist-in,50,1.6160128790687623e-14,-2.4098062087474225e-14,5.940157740691457e-14,27,23,7.349933663630028e-13
snr20,B,pre,in-cur,50,6.532361796651398e-05,3.818664485794793e-05,9.10071361160605e-05,13,37,0.002979895675099844
snr20,B,pre,hist-legs,50,-2.2065682614424987e-17,-8.40993941153556e-17,4.003915254902069e-17,21,16,-1.0035891765421867e-15
snr20,B,pre,cur-legs,50,-6.532361798269617e-05,-9.095987453237984e-05,-3.936873689790109e-05,37,13,-0.0029710422797957392
snr30,A,all,hist-cur,50,3.816391647148976e-18,-1.0130785099704553e-17,1.7763568394002505e-17,5,7,6.603156763674959e-17
snr30,A,all,hist-in,50,6.138145547396334e-16,-2.389243317080236e-15,3.83910438161994e-15,25,25,1.0620277223903508e-14
snr30,A,all,in-cur,50,-6.099981630924844e-16,-4.013527357682456e-15,2.41515141219395e-15,25,25,-1.0554245656266647e-14
snr30,A,all,hist-legs,50,3.677613769070831e-18,-8.534839501805891e-18,1.5890067039947553e-17,4,6,6.363041972268597e-17
snr30,A,all,cur-legs,50,-1.3877787807814457e-19,-8.187894806610529e-18,7.771561172376097e-18,2,2,-2.4011479140636215e-18
snr30,A,post,hist-cur,50,-2.5951463200613036e-17,-5.842722139437484e-17,6.107961358914344e-18,17,10,-4.4151704176765794e-16
snr30,A,post,hist-in,50,7.18931858489924e-15,5.394105301315123e-16,1.442534286466568e-14,19,31,1.2231320636500238e-13
snr30,A,post,in-cur,50,-7.215270048099853e-15,-1.4275221629778122e-14,-1.953489453532238e-16,31,19,-1.22754723406755e-13
snr30,A,post,hist-legs,50,-3.3931191190106345e-17,-6.363139182230526e-17,-4.163336342344337e-18,20,8,-5.772776294769643e-16
snr30,A,post,cur-legs,50,-7.979727989493312e-18,-2.2344973094057253e-17,6.314393452555578e-18,9,5,-1.3576058770930654e-16
snr30,A,pre,hist-cur,50,2.0469737016526325e-17,-1.1173353908766614e-17,5.266620473065586e-17,11,17,3.388540753835497e-16
snr30,A,pre,hist-in,50,-4.307942891301764e-15,-1.3362212378242866e-14,4.602991598989804e-15,27,23,-7.131327598681627e-14
snr30,A,pre,in-cur,50,4.32841262831829e-15,-4.682178256221192e-15,1.286469368533272e-14,23,27,7.16521300622049e-14
snr30,A,pre,hist-legs,50,2.6575963651964685e-17,-3.1936259192733014e-18,5.60003432514833e-17,10,18,4.3993596905728666e-16
snr30,A,pre,cur-legs,50,6.106226635438361e-18,-9.853229343548264e-18,2.2206195215979114e-17,7,10,1.0108189367373688e-16
snr30,B,all,hist-cur,50,0.0,-3.008053875430683e-17,3.202299536653186e-17,18,15,0.0
snr30,B,all,hist-in,50,6.535952334907335e-15,-1.0934518915317604e-14,2.5054620704512145e-14,24,26,7.643128634020803e-13
snr30,B,all,in-cur,50,-6.535952334907335e-15,-2.5890449940196848e-14,1.0774568303534295e-14,26,24,-7.643128634014958e-13
snr30,B,all,hist-legs,50,-9.957312752106873e-18,-4.2015002588158266e-17,2.2083029849184755e-17,16,13,-1.1644060163506264e-15
snr30,B,all,cur-legs,50,-9.957312752106873e-18,-2.3921836733720168e-17,4.0072112295064245e-18,9,4,-1.1644060163506264e-15
snr30,B,post,hist-cur,50,2.988928549108039e-17,-1.807581861967833e-17,7.993692513474926e-17,17,21,3.4414901648752963e-15
snr30,B,post,hist-in,50,3.001593765206145e-14,1.1519068685017509e-14,4.9756193956640435e-14,21,29,3.4560730550170915e-12
snr30,B,post,in-cur,50,-2.998604836657037e-14,-4.9342374370403563e-14,-1.038649201368091e-14,29,21,-3.4526315648402843e-12
snr30,B,post,hist-legs,50,1.7867651802561114e-17,-3.4035274598664957e-17,6.787972961497247e-17,18,22,2.0573040451663086e-15
snr30,B,post,cur-legs,50,-1.2021633688519273e-17,-2.8199664825478964e-17,5.984795992119985e-18,13,7,-1.3841861197089823e-15
snr30,B,pre,hist-cur,50,-4.597017211338539e-17,-1.0998190205779856e-16,1.6116014772693533e-17,24,15,-5.184888369299627e-15
snr30,B,pre,hist-in,50,-2.5821896704192326e-14,-7.144048286972238e-14,2.208751801249798e-14,28,22,-2.912402667630002e-12
snr30,B,pre,in-cur,50,2.577592653207894e-14,-2.1669099240645413e-14,7.233998036010325e-14,22,28,2.9072177792691697e-12
snr30,B,pre,hist-legs,50,-4.598751934814516e-17,-1.1005172467770663e-16,1.996666720849305e-17,26,16,-5.18684493094842e-15
snr30,B,pre,cur-legs,50,-1.734723475976807e-20,-1.8058905065787555e-17,1.8041124150158794e-17,11,10,-1.9565616487923123e-18
tau0.2,A,all,hist-cur,50,-0.0006565822286120384,-0.0009344672011624932,-0.00034708427974034395,42,8,-0.008422636223821004
tau0.2,A,all,hist-in,50,3.6656815348136417e-06,-2.9112160490822535e-06,1.0259545894455243e-05,25,25,4.7425033239183826e-05
tau0.2,A,all,in-cur,50,-0.0006602479101468521,-0.0009331740935224321,-0.00034859863213664255,42,8,-0.008469659583172931
tau0.2,A,all,hist-legs,50,-0.0013376801789009632,-0.0016830608790981666,-0.0009586152889401155,45,5,-0.01701113173742003
tau0.2,A,all,cur-legs,50,-0.0006810979502889247,-0.0007639058218836696,-0.000595842302429385,49,1,-0.00866144773705992
tau0.2,A,post,hist-cur,50,7.816502872559541e-05,-0.000242251026880227,0.00042814511390092347,30,20,0.0011294818835408823
tau0.2,A,post,hist-in,50,-8.185069377783516e-07,-9.360977074002346e-06,7.412605881800316e-06,26,24,-1.1813912795591268e-05
tau0.2,A,post,in-cur,50,7.898353566337376e-05,-0.0002456779853868071,0.00042580233556344273,31,19,0.0011413092796647762
tau0.2,A,post,hist-legs,50,-0.001035375323045224,-0.0013968735039562592,-0.000645292130849152,40,10,-0.014724214850385046
tau0.2,A,post,cur-legs,50,-0.0011135403517708196,-0.00120828351057644,-0.0010165020209465918,50,0,-0.01583581047288562
tau0.2,A,pre,hist-cur,50,-0.0029252544496431348,-0.003311823437527818,-0.0025153887269355165,49,1,-0.02393740883645013
tau0.2,A,pre,hist-in,50,1.2114141676078106e-05,-9.005000361059313e-06,3.213453205431783e-05,23,27,0.00010157166666776434
tau0.2,A,pre,in-cur,50,-0.002937368591319213,-0.0033183495824922475,-0.0025194283723838405,49,1,-0.02403653907178345
tau0.2,A,pre,hist-legs,50,-0.002653730505783083,-0.003194778915633089,-0.002091013970728416,47,3,-0.02176388045183984
tau0.2,A,pre,cur-legs,50,0.0002715239438600514,-7.261612366909993e-05,0.0006064016630400701,20,30,0.0022268329964569766
tau0.2,B,all,hist-cur,50,0.0008230361221127278,0.00043261631391196617,0.001173876554815345,10,40,0.01328929413056443
tau0.2,B,all,hist-in,50,2.716932559480856e-07,-3.3621633059651226e-07,8.821221331978409e-07,23,27,4.329425809799635e-06
tau0.2,B,all,in-cur,50,0.0008227644288567796,0.00041929474881714416,0.0011706220128495873,10,40,0.013284907188734566
tau0.2,B,all,hist-legs,50,-0.0008233915271709133,-0.0009000011518972361,-0.0007474300553405264,50,0,-0.012950745877765292
tau0.2,B,all,cur-legs,50,-0.001646427649283641,-0.002043509343167311,-0.001197135106484179,44,6,-0.025895901753155835
tau0.2,B,post,hist-cur,50,0.0003557897762578573,-3.205507769699901e-05,0.0007006550026424618,13,37,0.006114726391268161
tau0.2,B,post,hist-in,50,5.185336573455824e-07,-1.64131128866512e-09,1.0857587118723521e-06,20,30,8.857616166488132e-06
tau0.2,B,post,in-cur,50,0.00035527124260051167,-2.3423246528594254e-05,0.0007007869468662987,13,37,0.006105814692138746
tau0.2,B,post,hist-legs,50,-0.0009090809130112486,-0.0009871069496658477,-0.0008295800273668399,50,0,-0.015291368109387238
tau0.2,B,post,cur-legs,50,-0.0012648706892691057,-0.0016682394226420986,-0.00079883219269954,42,8,-0.021275997596650602
tau0.2,B,pre,hist-cur,50,0.0025767047766969914,0.001970005483070452,0.0031337300787785743,5,45,0.02924840835004489
tau0.2,B,pre,hist-in,50,-7.07635522007588e-07,-2.720660269586072e-06,1.36610666096404e-06,29,21,-7.804114041711145e-06
tau0.2,B,pre,in-cur,50,0.002577412412218999,0.0019839798255508415,0.0031602805786713436,4,46,0.02925644078468694
tau0.2,B,pre,hist-legs,50,-0.0007907450686809472,-0.001108002206118107,-0.0005068996386299412,38,12,-0.008645356532966574
tau0.2,B,pre,cur-legs,50,-0.003367449845377939,-0.003987233840579724,-0.0027088078469787364,48,2,-0.0368169283290491
tau0.8,A,all,hist-cur,50,-0.0010735365487275954,-0.0013824907085229978,-0.0007381392761057723,43,7,-0.013379024418430417
tau0.8,A,all,hist-in,50,1.794979729535795e-06,-4.400810895058671e-06,7.940188680442154e-06,20,30,2.2673922765383755e-05
tau0.8,A,all,in-cur,50,-0.0010753315284571313,-0.0013811069841774023,-0.0007246870029490327,43,7,-0.013401394479012436
tau0.8,A,all,hist-legs,50,-0.0012672532927225201,-0.001594758324513173,-0.0009079590105680145,44,6,-0.015755196577170047
tau0.8,A,all,cur-legs,50,-0.00019371674399492472,-0.0002943327290731366,-8.842946509881516e-05,38,12,-0.0024083941225139472
tau0.8,A,post,hist-cur,50,1.8383094789958533e-05,-0.00036345169871364373,0.0004258868366921332,28,22,0.0001665923890359623
tau0.8,A,post,hist-in,50,4.320636199563327e-05,1.2969272102932958e-05,7.395804598258087e-05,13,37,0.0003916353968095456
tau0.8,A,post,in-cur,50,-2.4823267205674737e-05,-0.0004009309306241484,0.00037977209363959023,30,20,-0.00022495490746913234
tau0.8,A,post,hist-legs,50,-0.0019219223550044533,-0.00240648485125153,-0.0013916773642479916,44,6,-0.017116000445684967
tau0.8,A,post,cur-legs,50,-0.001940305449794412,-0.002172628764007152,-0.0017204983930532408,49,1,-0.01727971416585618
tau0.8,A,pre,hist-cur,50,-0.001524614392210612,-0.0018861589781085754,-0.0011376692144030225,46,4,-0.020738121181134272
tau0.8,A,pre,hist-in,50,-1.5394448361067263e-05,-2.7066218188343398e-05,-4.2713280537308845e-06,32,18,-0.00021378725890491363
tau0.8,A,pre,in-cur,50,-0.001509219943849545,-0.0018676970541865131,-0.0011100947497366862,46,4,-0.020528722701584554
tau0.8,A,pre,hist-legs,50,-0.001109161590344504,-0.0014421147091808056,-0.0007196246448162076,41,9,-0.015172788570521685
tau0.8,A,pre,cur-legs,50,0.00041545280186610826,0.0002722332468849604,0.0005559157368864344,7,43,0.0056831913209214316
tau0.8,B,all,hist-cur,50,0.0013424967718263325,0.0009277321829067125,0.0017239693979296384,6,44,0.021656988690416226
tau0.8,B,all,hist-in,50,1.4450931001760982e-07,-9.645768401743069e-08,3.810740820059701e-07,21,29,2.2817944943988297e-06
tau0.8,B,all,in-cur,50,0.0013423522625163149,0.0008977345190589979,0.0017355393390363974,6,44,0.0216546574844436
tau0.8,B,all,hist-legs,50,-0.00031122136115172244,-0.0003512871194646196,-0.0002710560840361634,49,1,-0.004890127047473788
tau0.8,B,all,cur-legs,50,-0.0016537181329780548,-0.0020660963562554873,-0.001190063397309605,45,5,-0.02598437247702746
tau0.8,B,post,hist-cur,50,0.0021632939617581286,0.0015659316826266772,0.0027344622046832114,6,44,0.02754494223315968
tau0.8,B,post,hist-in,50,1.1675105115495354e-06,4.5332472209536073e-07,1.8588500564716976e-06,23,27,1.446746979785062e-05
tau0.8,B,post,in-cur,50,0.002162126451246579,0.0015595226685309424,0.002697908860489506,6,44,0.027530076472811926
tau0.8,B,post,hist-legs,50,-0.00048568672938880677,-0.0005517406455966466,-0.0004226755496174082,49,1,-0.005982405003386383
tau0.8,B,post,cur-legs,50,-0.002648980691146935,-0.003239050958560984,-0.001994072019847758,44,6,-0.03262859448627249
tau0.8,B,pre,hist-cur,50,0.0011316273342022224,0.0007012352856402763,0.0015017708154001633,8,42,0.019153023834169777
tau0.8,B,pre,hist-in,50,-1.3567704273700908e-07,-2.993480472830469e-07,1.890831913536895e-08,28,22,-2.2532008841019414e-06
tau0.8,B,pre,in-cur,50,0.0011317630112449594,0.0007001729236293148,0.0015135472935856261,8,42,0.01915532019583828
tau0.8,B,pre,hist-legs,50,-0.0002670675419484336,-0.00032025041964721634,-0.00021410470972082875,47,3,-0.004415640389238753
tau0.8,B,pre,cur-legs,50,-0.0013986948761506557,-0.0017921998148637227,-0.0009612980488257928,42,8,-0.02312573644214931
theta0,A,all,hist-cur,50,-1.2073675392798577e-17,-5.3436421953989563e-17,2.831068712794149e-17,21,21,-1.948134596841031e-16
theta0,A,all,hist-in,50,5.159844773672262e-14,2.8220328851524812e-14,7.591373016313521e-14,12,38,8.325610711651487e-13
theta0,A,all,in-cur,50,-5.1610521412115415e-14,-7.620449063439061e-14,-2.845782290372689e-14,38,12,-8.327558846241396e-13
theta0,A,all,hist-legs,50,-0.0016303739237526831,-0.002020761565491668,-0.001178481226312306,44,6,-0.025632414186620565
theta0,A,all,cur-legs,50,-0.001630373923752671,-0.0020321420612892244,-0.0012016270501669323,44,6,-0.025632414186620375
theta0,A,post,hist-cur,50,-2.5396351688300457e-17,-7.244205235679146e-17,2.2763041451767675e-17,22,17,-4.046888072458801e-16
theta0,A,post,hist-in,50,9.284101265549794e-15,4.7541796888150855e-15,1.3952890925983396e-14,15,35,1.4794140172648172e-13
theta0,A,post,in-cur,50,-9.309497617238095e-15,-1.4070838244562012e-14,-4.862284186391008e-15,35,15,-1.4834609053370563e-13
theta0,A,post,hist-legs,50,-0.0015034392284716319,-0.001995217720018619,-0.0009823582800748863,41,9,-0.02339666418870934
theta0,A,post,cur-legs,50,-0.0015034392284716063,-0.0019669035764932927,-0.0009817493857295445,41,9,-0.023396664188708942
theta0,A,pre,hist-cur,50,2.0122792321330962e-17,-4.690692279041286e-17,8.548717289613706e-17,20,21,3.089532644194104e-16
theta0,A,pre,hist-in,50,9.589024019263093e-14,4.6660408176135704e-14,1.4748155821586728e-13,11,39,1.4722411413108886e-12
theta0,A,pre,in-cur,50,-9.58701174003096e-14,-1.470104350753676e-13,-4.7813711323563254e-14,39,11,-1.4719321880443022e-12
theta0,A,pre,hist-legs,50,-0.0018585161729550894,-0.0022643204319517285,-0.001407244462323995,46,4,-0.027742909618780637
theta0,A,pre,cur-legs,50,-0.0018585161729551094,-0.0022573989650790114,-0.0014160778170405203,46,4,-0.027742909618780932
theta0,B,all,hist-cur,50,-1.2073675392798577e-17,-5.2045173726256165e-17,2.886579864025407e-17,21,21,-1.948134596841031e-16
theta0,B,all,hist-in,50,5.159844773672262e-14,2.8018375813898545e-14,7.622848879895728e-14,12,38,8.325610711651487e-13
theta0,B,all,in-cur,50,-5.1610521412115415e-14,-7.724230977057544e-14,-2.8157982889798205e-14,38,12,-8.327558846241396e-13
theta0,B,all,hist-legs,50,-0.0016303739237526831,-0.002015626401952453,-0.0011952552326769455,44,6,-0.025632414186620565
theta0,B,all,cur-legs,50,-0.001630373923752671,-0.0020196477199709026,-0.0011933974980746762,44,6,-0.025632414186620375
theta0,B,post,hist-cur,50,-2.5396351688300457e-17,-7.341696695029043e-17,2.248201624865942e-17,22,17,-4.046888072458801e-16
theta0,B,post,hist-in,50,9.284101265549794e-15,4.841262807309122e-15,1.3973055351668152e-14,15,35,1.4794140172648172e-13
theta0,B,post,in-cur,50,-9.309497617238095e-15,-1.3809117044294438e-14,-4.848340479091107e-15,35,15,-1.4834609053370563e-13
theta0,B,post,hist-legs,50,-0.0015034392284716319,-0.001964178056119052,-0.0009921409676504611,41,9,-0.02339666418870934
theta0,B,post,cur-legs,50,-0.0015034392284716063,-0.001975066013957093,-0.0009839338385814972,41,9,-0.023396664188708942
theta0,B,pre,hist-cur,50,2.0122792321330962e-17,-4.386421781354954e-17,8.410286356230757e-17,20,21,3.089532644194104e-16
theta0,B,pre,hist-in,50,9.589024019263093e-14,4.7543285280893243e-14,1.4637072803802555e-13,11,39,1.4722411413108886e-12
theta0,B,pre,in-cur,50,-9.58701174003096e-14,-1.4722166194469645e-13,-4.762953573211881e-14,39,11,-1.4719321880443022e-12
theta0,B,pre,hist-legs,50,-0.0018585161729550894,-0.002260915989414592,-0.001414845239978564,46,4,-0.027742909618780637
theta0,B,pre,cur-legs,50,-0.0018585161729551094,-0.0022663394555122495,-0.001409125684530788,46,4,-0.027742909618780932
theta0_snr0,A,all,hist-cur,50,3.885780586188048e-18,-3.387568003887508e-17,4.163336342344337e-17,19,18,2.4145992079917025e-17
theta0_snr0,A,all,hist-in,50,1.051547737773717e-13,7.821232550497826e-14,1.362889662237521e-13,5,45,6.534250399573813e-13
theta0_snr0,A,all,in-cur,50,-1.0515088799678551e-13,-1.368526819645055e-13,-7.700264037513449e-14,45,5,-6.534008939648746e-13
theta0_snr0,A,all,hist-legs,50,-0.03933222089350537,-0.043972835527810394,-0.03447894195788979,49,1,-0.19640497653093242
theta0_snr0,A,all,cur-legs,50,-0.03933222089350538,-0.0436144674348262,-0.03449761014602059,49,1,-0.19640497653093247
theta0_snr0,A,post,hist-cur,50,7.216449660063518e-18,-5.1354753782817396e-17,6.690481502147355e-17,19,20,4.417662466321586e-17
theta0_snr0,A,post,hist-in,50,9.391931676816512e-15,5.176498119041639e-15,1.3741847937343011e-14,16,34,5.749417789823016e-14
theta0_snr0,A,post,in-cur,50,-9.384715227156448e-15,-1.3747891713933313e-14,-5.212955067612767e-15,34,16,-5.745000127356364e-14
theta0_snr0,A,post,hist-legs,50,-0.038966291733283615,-0.04416171188558215,-0.033077649365975056,49,1,-0.19259659262704615
theta0_snr0,A,post,cur-legs,50,-0.038966291733283615,-0.04404341914593433,-0.03322559257996984,49,1,-0.19259659262704615
theta0_snr0,A,pre,hist-cur,50,1.1934897514720433e-17,-6.411537967210279e-17,8.715944632697872e-17,21,23,7.069536606061409e-17
theta0_snr0,A,pre,hist-in,50,2.1091101087833408e-13,1.544479197312931e-13,2.748443278521862e-13,7,43,1.2493137123202086e-12
theta0_snr0,A,pre,in-cur,50,-2.1089907598081935e-13,-2.7350311598839384e-13,-1.5269163711195689e-13,43,7,-1.2492430169525872e-12
theta0_snr0,A,pre,hist-legs,50,-0.04212931224813457,-0.04708112209288666,-0.036852514707322495,49,1,-0.19971154621080747
theta0_snr0,A,pre,cur-legs,50,-0.04212931224813458,-0.04715542471852331,-0.03680196421807105,49,1,-0.1997115462108075
theta0_snr0,B,all,hist-cur,50,3.885780586188048e-18,-3.441691376337985e-17,4.3298697960381107e-17,19,18,2.4145992079917025e-17
theta0_snr0,B,all,hist-in,50,1.051547737773717e-13,7.734780871349046e-14,1.3471955495614195e-13,5,45,6.534250399573813e-13
theta0_snr0,B,all,in-cur,50,-1.0515088799678551e-13,-1.356798839946549e-13,-7.608828844762881e-14,45,5,-6.534008939648746e-13
theta0_snr0,B,all,hist-legs,50,-0.03933222089350537,-0.04382871879143247,-0.034463245133455056,49,1,-0.19640497653093242
theta0_snr0,B,all,cur-legs,50,-0.03933222089350538,-0.04368025733023856,-0.03432594936190309,49,1,-0.19640497653093247
theta0_snr0,B,post,hist-cur,50,7.216449660063518e-18,-5.1077198026661106e-17,6.605826996519681e-17,19,20,4.417662466321586e-17
theta0_snr0,B,post,hist-in,50,9.391931676816512e-15,5.066287667165881e-15,1.3694261002950017e-14,16,34,5.749417789823016e-14
theta0_snr0,B,post,in-cur,50,-9.384715227156448e-15,-1.4080896171275725e-14,-5.3554174983538865e-15,34,16,-5.745000127356364e-14
theta0_snr0,B,post,hist-legs,50,-0.038966291733283615,-0.04405008002488722,-0.03357605175745245,49,1,-0.19259659262704615
theta0_snr0,B,post,cur-legs,50,-0.038966291733283615,-0.04423845275991188,-0.03327131840240253,49,1,-0.19259659262704615
theta0_snr0,B,pre,hist-cur,50,1.1934897514720433e-17,-6.41223185660067e-17,8.937989237622903e-17,21,23,7.069536606061409e-17
theta0_snr0,B,pre,hist-in,50,2.1091101087833408e-13,1.535435736887969e-13,2.739015264596745e-13,7,43,1.2493137123202086e-12
theta0_snr0,B,pre,in-cur,50,-2.1089907598081935e-13,-2.7236639332794964e-13,-1.528213319779148e-13,43,7,-1.2492430169525872e-12
theta0_snr0,B,pre,hist-legs,50,-0.04212931224813457,-0.04707030636860773,-0.037049993813026635,49,1,-0.19971154621080747
theta0_snr0,B,pre,cur-legs,50,-0.04212931224813458,-0.046885121215815576,-0.03708116245092264,49,1,-0.1997115462108075
theta10,A,all,hist-cur,50,-0.00025399366229446747,-0.00032858670955318505,-0.00018161129208988424,41,9,-0.003987745173447893
theta10,A,all,hist-in,50,-1.6936876001030777e-07,-8.291975527107732e-07,4.811901557929266e-07,27,23,-2.669758540279517e-06
theta10,A,all,in-cur,50,-0.00025382429353445715,-0.0003250644351154874,-0.0001841606702626843,42,8,-0.00398508605412514
theta10,A,all,hist-legs,50,-0.0015833000753204967,-0.0019666414934573643,-0.0011326093209956154,44,6,-0.0243498988937494
theta10,A,all,cur-legs,50,-0.0013293064130260295,-0.0017199355415047199,-0.0008912042832119988,42,8,-0.02044367789816745
theta10,A,post,hist-cur,50,0.00016964514929477593,0.00013941193690064987,0.00020189295841918056,1,49,0.0026519854325998938
theta10,A,post,hist-in,50,2.1167442212935428e-07,-8.96208114075689e-07,1.3288505766703122e-06,24,26,3.3002685884544115e-06
theta10,A,post,in-cur,50,0.00016943347487264658,0.00013949744793316233,0.00020265819825484097,1,49,0.002648676422667841
theta10,A,post,hist-legs,50,-0.001460192095607743,-0.0019115959733201338,-0.0009544990416385463,41,9,-0.02225938288435057
theta10,A,post,cur-legs,50,-0.0016298372449025191,-0.00210431566513271,-0.0011036829616819317,41,9,-0.0248454784699821
theta10,A,pre,hist-cur,50,-0.0006821374818843016,-0.0008293473996478744,-0.0005401898931605205,45,5,-0.010106962106757324
theta10,A,pre,hist-in,50,-7.147625256401224e-07,-1.6094994149235056e-06,1.9440267177385885e-07,27,23,-1.069836922912716e-05
theta10,A,pre,in-cur,50,-0.0006814227193586615,-0.0008264056978205441,-0.0005425043692959103,45,5,-0.010096371752241077
theta10,A,pre,hist-legs,50,-0.0018074694761843304,-0.002205739529711083,-0.0013635136260312841,45,5,-0.026341357288595053
