cell,scenario,method,segment,mean,std,count,alpha
frac0.25,A,hist,pre,0.07639336358458775,0.012932818709559937,50,0.1
frac0.25,A,in,all,0.0751916829043476,0.007999551227243266,50,0.1
frac0.25,A,in,post,0.07723374977443494,0.014395677712699274,50,0.1
frac0.25,A,in,pre,0.07638952140943467,0.012942477866806483,50,0.1
frac0.25,A,legs,all,0.07656924253447545,0.0074169801509955426,50,0.0
frac0.25,A,legs,post,0.07872159902139293,0.014238540135529118,50,0.0
frac0.25,A,legs,pre,0.07772473502923197,0.012795219349807126,50,0.0
frac0.25,A,point,all,0.2082073551657884,0.05001544541556534,50,10.0
frac0.25,A,point,post,0.21274789239128197,0.058667616339303376,50,10.0
frac0.25,A,point,pre,0.2117444119009672,0.054705195627023515,50,10.0
frac0.25,B,cur,all,0.06229352110132117,0.0023917758540604817,50,0.1
frac0.25,B,cur,post,0.06395700119566068,0.009085075203840168,50,0.1
frac0.25,B,cur,pre,0.06324227081673127,0.007517028670914147,50,0.1
frac0.25,B,hist,all,0.06319342669799806,0.0018511328603714912,50,0.03
frac0.25,B,hist,post,0.06466688764028976,0.009181621159373468,50,0.03
frac0.25,B,hist,pre,0.0643688887693255,0.007320779352535544,50,0.03
frac0.25,B,in,all,0.06319356288385794,0.0018512195382779375,50,0.03
frac0.25,B,in,post,0.06466626918217391,0.009181402193089971,50,0.03
frac0.25,B,in,pre,0.06436972582779212,0.007321027200457613,50,0.03
frac0.25,B,legs,all,0.06389818108144316,0.0018773498805970176,50,0.0
frac0.25,B,legs,post,0.0656694119111629,0.009396451990496216,50,0.0
frac0.25,B,legs,pre,0.06483699331814402,0.007597321913395319,50,0.0
frac0.25,B,point,all,0.2479631668236102,0.013549256792310895,50,1.0
frac0.25,B,point,post,0.23034566301960469,0.03194464565158479,50,1.0
frac0.25,B,point,pre,0.2725032514777317,0.024613692479851436,50,1.0
frac1.0,A,cur,all,0.10447182588556143,0.021561140304650464,50,0.01
frac1.0,A,cur,post,0.11108743171942147,0.030399238836779294,50,0.01
frac1.0,A,cur,pre,0.10194424114442568,0.02714015556575555,50,0.01
frac1.0,A,hist,all,0.10354479452379765,0.02160572262252686,50,0.1
frac1.0,A,hist,post,0.11063164925626262,0.030493827574815988,50,0.1
frac1.0,A,hist,pre,0.10045603010067915,0.027045518143812165,50,0.1
frac1.0,A,in,all,0.10353212266539595,0.021601642429419768,50,0.1
frac1.0,A,in,post,0.11061137770827977,0.03050091947335492,50,0.1
frac1.0,A,in,pre,0.1004527867631799,0.02703372379588469,50,0.1
frac1.0,A,legs,all,0.10466063082911209,0.021547321045342797,50,0.0
frac1.0,A,legs,post,0.11172567199548367,0.03059733986356886,50,0.0
frac1.0,A,legs,pre,0.10168667053558228,0.0270730511035882,50,0.0
frac1.0,A,point,all,0.20184128848888871,0.027779028511805755,50,3.0
frac1.0,A,point,post,0.2112053395907559,0.04060398348443299,50,3.0
frac1.0,A,point,pre,0.20042812527717874,0.03364251033306107,50,3.0
frac1.0,B,cur,all,0.06221407558948151,0.0022820187326152174,50,0.1
frac1.0,B,cur,post,0.06523317038640154,0.008762329709937216,50,0.1
frac1.0,B,cur,pre,0.06172360275938664,0.007615779795069443,50,0.1
frac1.0,B,hist,all,0.06376389667979218,0.002118791294932005,50,0.01
frac1.0,B,hist,post,0.06659990302712426,0.008926484856248584,50,0.01
frac1.0,B,hist,pre,0.06354316643509392,0.008026747509576706,50,0.01
frac1.0,B,in,all,0.0637638245553031,0.002118624417350292,50,0.01
frac1.0,B,in,post,0.06659879382105267,0.0089259789065303,50,0.01
frac1.0,B,in,pre,0.06354408663888425,0.00802723664007356,50,0.01
frac1.0,B,legs,all,0.0640293984154089,0.0021027970995807378,50,0.0
frac1.0,B,legs,post,0.06696353712317853,0.008993294604015262,50,0.0
frac1.0,B,legs,pre,0.06373405961185695,0.00810572447125229,50,0.0
frac1.0,B,point,all,0.28463829217078745,0.004417427861458034,50,0.3
frac1.0,B,point,post,0.2820513408343938,0.034199092310454336,50,0.3
frac1.0,B,point,pre,0.29644602828626954,0.027350797959945106,50,0.3
snr-10,A,cur,all,0.3948243806212936,0.030514831156794934,50,3.0
snr-10,A,cur,post,0.3293938322125014,0.05627720990769612,50,3.0
snr-10,A,cur,pre,0.47219049690558135,0.04677719605081325,50,3.0
snr-10,A,hist,all,0.2860529303543073,0.04037534866077267,50,10.0
snr-10,A,hist,post,0.2895811587287847,0.05932087750510904,50,10.0
snr-10,A,hist,pre,0.300555078825693,0.06397632865218125,50,10.0
snr-10,A,in,all,0.2730655645762662,0.05099318095972474,50,30.0
snr-10,A,in,post,0.27613769514510755,0.06669271058334848,50,30.0
snr-10,A,in,pre,0.28769123069154956,0.0718386388253469,50,30.0
snr-10,A,legs,all,0.6358210862458923,0.01955249089399303,50,0.0
snr-10,A,legs,post,0.642453330863772,0.09938903992778318,50,0.0
snr-10,A,legs,pre,0.6694921056155936,0.10493143304000434,50,0.0
snr-10,A,point,all,0.766027724250986,0.05081066738299074,50,100.0
snr-10,A,point,post,0.7679515263482429,0.11729478931718561,50,100.0
snr-10,A,point,pre,0.8126658207940335,0.14483063925889514,50,100.0
