cell,scenario,method,alpha,segment,mean,std,count
snr30,A,in,0.3,all,0.07230023962245012,0.015117302666616456,50
snr30,A,in,0.3,post,0.0735069701392302,0.02091623579936399,50
snr30,A,in,0.3,pre,0.07597823599114886,0.024358550917933892,50
snr30,A,in,1.0,all,0.11104217184616544,0.023324047401509715,50
snr30,A,in,1.0,post,0.11261329189186768,0.030810590733631106,50
snr30,A,in,1.0,pre,0.11696678697264311,0.032110530497551346,50
snr30,A,in,3.0,all,0.16032228930985343,0.03904213576949596,50
snr30,A,in,3.0,post,0.16256141482347658,0.04832225771842082,50
snr30,A,in,3.0,pre,0.16867314131817882,0.048460802671882075,50
snr30,A,in,10.0,all,0.20088260809838396,0.05236547342454215,50
snr30,A,in,10.0,post,0.20373267788438945,0.06330435705072068,50
snr30,A,in,10.0,pre,0.21114249816923877,0.06273882036901812,50
snr30,A,in,30.0,all,0.22040005469395052,0.05888537803675661,50
snr30,A,in,30.0,post,0.22350782884254639,0.07069440527963855,50
snr30,A,in,30.0,pre,0.2316020900795285,0.06958332102639421,50
snr30,A,in,100.0,all,0.23006640006373655,0.06207876454847931,50
snr30,A,in,100.0,post,0.23327259123429592,0.07447592329931044,50
snr30,A,in,100.0,pre,0.2417477203567037,0.07272723341699666,50
snr30,A,legs,0.0,all,0.057796471956315924,0.018283148905769795,50
snr30,A,legs,0.0,post,0.058777942288962944,0.023018790058485308,50
snr30,A,legs,0.0,pre,0.06040870836024793,0.026635161625622347,50
snr30,A,legs,0.01,all,0.057796471956315924,0.018283148905769795,50
snr30,A,legs,0.01,post,0.058777942288962944,0.023018790058485308,50
snr30,A,legs,0.01,pre,0.06040870836024793,0.026635161625622347,50
snr30,A,legs,0.03,all,0.057796471956315924,0.018283148905769795,50
snr30,A,legs,0.03,post,0.058777942288962944,0.023018790058485308,50
snr30,A,legs,0.03,pre,0.06040870836024793,0.026635161625622347,50
snr30,A,legs,0.1,all,0.057796471956315924,0.018283148905769795,50
snr30,A,legs,0.1,post,0.058777942288962944,0.023018790058485308,50
snr30,A,legs,0.1,pre,0.06040870836024793,0.026635161625622347,50
snr30,A,legs,0.3,all,0.057796471956315924,0.018283148905769795,50
snr30,A,legs,0.3,post,0.058777942288962944,0.023018790058485308,50
snr30,A,legs,0.3,pre,0.06040870836024793,0.026635161625622347,50
snr30,A,legs,1.0,all,0.057796471956315924,0.018283148905769795,50
snr30,A,legs,1.0,post,0.058777942288962944,0.023018790058485308,50
snr30,A,legs,1.0,pre,0.06040870836024793,0.026635161625622347,50
snr30,A,legs,3.0,all,0.057796471956315924,0.018283148905769795,50
snr30,A,legs,3.0,post,0.058777942288962944,0.023018790058485308,50
snr30,A,legs,3.0,pre,0.06040870836024793,0.026635161625622347,50
snr30,A,legs,10.0,all,0.057796471956315924,0.018283148905769795,50
snr30,A,legs,10.0,post,0.058777942288962944,0.023018790058485308,50
snr30,A,legs,10.0,pre,0.06040870836024793,0.026635161625622347,50
snr30,A,legs,30.0,all,0.057796471956315924,0.018283148905769795,50
snr30,A,legs,30.0,post,0.058777942288962944,0.023018790058485308,50
snr30,A,legs,30.0,pre,0.06040870836024793,0.026635161625622347,50
snr30,A,legs,100.0,all,0.057796471956315924,0.018283148905769795,50
snr30,A,legs,100.0,post,0.058777942288962944,0.023018790058485308,50
snr30,A,legs,100.0,pre,0.06040870836024793,0.026635161625622347,50
snr30,A,point,0.0,all,0.0333530554654645,0.0006146734539525267,50
snr30,A,point,0.0,post,0.033689371741369274,0.004383577307642696,50
snr30,A,point,0.0,pre,0.035018433736688205,0.005321895773944373,50
snr30,A,point,0.01,all,0.03320203402563536,0.0006176565025847253,50
snr30,A,point,0.01,post,0.03354074620122709,0.0043596063046403895,50
snr30,A,point,0.01,pre,0.03485452139022441,0.005294795505696092,50
snr30,A,point,0.03,all,0.03318205234035263,0.0006673822845399565,50
snr30,A,point,0.03,post,0.03352921195463352,0.004366803965096219,50
snr30,A,point,0.03,pre,0.03482419816837276,0.0052914200273225164,50
snr30,A,point,0.1,all,0.03547128912440201,0.0023412440542199577,50
snr30,A,point,0.1,post,0.035873947317897587,0.005311050523782008,50
snr30,A,point,0.1,pre,0.03721243179671435,0.006086728373530764,50
snr30,A,point,0.3,all,0.05025603017439763,0.009750845136200378,50
snr30,A,point,0.3,post,0.05087084613529608,0.012460432817929079,50
snr30,A,point,0.3,pre,0.05277690947322416,0.012789019027400317,50
snr30,A,point,1.0,all,0.09551134599044867,0.02546502033686635,50
snr30,A,point,1.0,post,0.09674425911292854,0.030203408843660306,50
snr30,A,point,1.0,pre,0.10037099178529477,0.03025706988282733,50
snr30,A,point,3.0,all,0.14891110144040975,0.041848266243397624,50
snr30,A,point,3.0,post,0.150960479449836,0.04915705572731729,50
snr30,A,point,3.0,pre,0.15639032967891367,0.04897813312440358,50
snr30,A,point,10.0,all,0.1914945681335119,0.05500644933246008,50
snr30,A,point,10.0,post,0.1941971535372126,0.06433455731135918,50
snr30,A,point,10.0,pre,0.20102609052318635,0.06374703160323811,50
snr30,A,point,30.0,all,0.21174949590203898,0.06143210777496535,50
snr30,A,point,30.0,post,0.2147014300947516,0.07175326331924517,50
snr30,A,point,30.0,pre,0.22229552653478662,0.0706972987168087,50
snr30,A,point,100.0,all,0.2217458484323517,0.06458371375151842,50
snr30,A,point,100.0,post,0.22477373899273548,0.07554848672961223,50
snr30,A,point,100.0,pre,0.2328165003784501,0.07387002621716675,50
snr30,B,cur,0.0,all,0.008551409570447041,0.002486932834516859,50
snr30,B,cur,0.0,post,0.00868498355629136,0.0028244683846062454,50
snr30,B,cur,0.0,pre,0.008866183577949436,0.0029795804766775923,50
snr30,B,cur,0.01,all,0.008714412888268384,0.0024520849844685,50
snr30,B,cur,0.01,post,0.008861686673992605,0.0028006870856621025,50
snr30,B,cur,0.01,pre,0.009029638808524287,0.0029568282933398224,50
snr30,B,cur,0.03,all,0.009961837827432323,0.0024102050268190603,50
snr30,B,cur,0.03,post,0.010147141346553175,0.002841196425264125,50
snr30,B,cur,0.03,pre,0.010338274645430055,0.0029985355114048587,50
snr30,B,cur,0.1,all,0.017990850866456413,0.004414646944844644,50
snr30,B,cur,0.1,post,0.01830529980187973,0.005274987000984034,50
snr30,B,cur,0.1,pre,0.01879713507578514,0.005358970694523048,50
snr30,B,cur,0.3,all,0.041548500101294614,0.011464774418487911,50
snr30,B,cur,0.3,post,0.042187526426306084,0.013508088808103872,50
snr30,B,cur,0.3,pre,0.04355041978665512,0.01343509074169616,50
snr30,B,cur,1.0,all,0.09258985857907813,0.026044756734160915,50
snr30,B,cur,1.0,post,0.094009839507462,0.030702051142188377,50
snr30,B,cur,1.0,pre,0.09705723474495125,0.030213878068147567,50
snr30,B,cur,3.0,all,0.14763877821905455,0.04185893079081542,50
snr30,B,cur,3.0,post,0.14997739452103234,0.0493715990237506,50
snr30,B,cur,3.0,pre,0.15466355761516637,0.04813838668289558,50
snr30,B,cur,10.0,all,0.19068299489951204,0.054747219775485176,50
snr30,B,cur,10.0,post,0.19372327014063725,0.06445737287176855,50
snr30,B,cur,10.0,pre,0.1997099284276999,0.0624064800191813,50
snr30,B,cur,30.0,all,0.21105084784000663,0.06109969343532102,50
snr30,B,cur,30.0,post,0.21435323304604423,0.07185300289691997,50
snr30,B,cur,30.0,pre,0.22109855549667012,0.06931072365449495,50
snr30,B,cur,100.0,all,0.22109052268589657,0.06422205753620684,50
snr30,B,cur,100.0,post,0.22446526343098713,0.07564166133675,50
snr30,B,cur,100.0,pre,0.2316955906783533,0.07256261178559538,50
snr30,B,hist,0.0,all,0.008551409570447041,0.002486932834516838,50
snr30,B,hist,0.0,post,0.00868498355629139,0.002824468384606249,50
snr30,B,hist,0.0,pre,0.00886618357794939,0.00297958047667759,50
snr30,B,hist,0.01,all,0.009094164611915945,0.002390303559504338,50
snr30,B,hist,0.01,post,0.008886904753669296,0.002804452571319071,50
snr30,B,hist,0.01,pre,0.0097643464651057,0.0027529265312629106,50
snr30,B,hist,0.03,all,0.012481617116418906,0.0022821484986638775,50
snr30,B,hist,0.03,post,0.010265727210069076,0.0028508733197271274,50
snr30,B,hist,0.03,pre,0.014943882841246328,0.0023518699556521407,50
snr30,B,hist,0.1,all,0.02951691103412646,0.004854861603935734,50
snr30,B,hist,0.1,post,0.01882905304679769,0.0052363060555996955,50
snr30,B,hist,0.1,pre,0.03853436316175916,0.0047826828114164496,50
snr30,B,hist,0.3,all,0.0734002014760253,0.012222360834949835,50
snr30,B,hist,0.3,post,0.04363433630730731,0.013317956667476623,50
snr30,B,hist,0.3,pre,0.09729782891513374,0.011564733567730374,50
snr30,B,hist,1.0,all,0.16580083000647494,0.026425613249490814,50
snr30,B,hist,1.0,post,0.09748869314047987,0.030220838616773164,50
snr30,B,hist,1.0,pre,0.2202009722407344,0.022535184537326614,50
snr30,B,hist,3.0,all,0.2656701462819322,0.040868475285012106,50
snr30,B,hist,3.0,post,0.15671092910567394,0.04831500914510195,50
snr30,B,hist,3.0,pre,0.3524554523287376,0.03066661711436029,50
snr30,B,hist,10.0,all,0.3474398280614343,0.05173219829641132,50
snr30,B,hist,10.0,post,0.2096508551557276,0.06150240671252614,50
snr30,B,hist,10.0,pre,0.45847170121718067,0.035067346427567425,50
snr30,B,hist,30.0,all,0.39842297175847385,0.05512642348319487,50
snr30,B,hist,30.0,post,0.25501930791823857,0.06711381867243803,50
snr30,B,hist,30.0,pre,0.5180110917653584,0.0357758881928033,50
snr30,B,hist,100.0,all,0.4454932984011642,0.05742469673863116,50
snr30,B,hist,100.0,post,0.3094516094307793,0.07606858807205448,50
snr30,B,hist,100.0,pre,0.5649086104954061,0.03863640749830256,50
snr30,B,in,0.0,all,0.008551409570440505,0.002486932834517964,50
snr30,B,in,0.0,post,0.008684983556261374,0.002824468384569712,50
snr30,B,in,0.0,pre,0.008866183577975213,0.002979580476711646,50
snr30,B,in,0.01,all,0.0090940318563623,0.002390189718890303,50
snr30,B,in,0.01,post,0.00888573396597688,0.0028032915784213215,50
snr30,B,in,0.01,pre,0.00976519951806978,0.00275384383011118,50
snr30,B,in,0.03,all,0.012480523115748494,0.0022816170022267896,50
snr30,B,in,0.03,post,0.01026235753606266,0.0028480732540241407,50
snr30,B,in,0.03,pre,0.014944392463366906,0.0023528745586729708,50
snr30,B,in,0.1,all,0.029507994654405546,0.004855072881619538,50
snr30,B,in,0.1,post,0.01881777509265855,0.005234527398992073,50
snr30,B,in,0.1,pre,0.03852521225750523,0.0047808928374579365,50
snr30,B,in,0.3,all,0.07334830336026064,0.012225921775202422,50
snr30,B,in,0.3,post,0.04358148448175461,0.013323185949097156,50
snr30,B,in,0.3,pre,0.09723682042571997,0.011559596369814198,50
snr30,B,in,1.0,all,0.1655071941598294,0.026452926225521162,50
snr30,B,in,1.0,post,0.09714450722927653,0.030285422204896776,50
snr30,B,in,1.0,pre,0.21987687234531184,0.022533289349016623,50
snr30,B,in,3.0,all,0.2644858955708667,0.04103770108123005,50
snr30,B,in,3.0,post,0.1549811510352942,0.04873800274768674,50
snr30,B,in,3.0,pre,0.3513158090837281,0.030733688382474728,50
snr30,B,in,10.0,all,0.3418717375942897,0.05280735353895571,50
snr30,B,in,10.0,post,0.2002137827106024,0.06366789422216625,50
snr30,B,in,10.0,pre,0.45386685736774274,0.035617895595446036,50
snr30,B,in,30.0,all,0.3783978928436311,0.058556957016069514,50
snr30,B,in,30.0,post,0.221550612555849,0.07096797124724333,50
snr30,B,in,30.0,pre,0.5021374310268436,0.03748900011843879,50
snr30,B,in,100.0,all,0.39616011335121976,0.06156116106972269,50
snr30,B,in,100.0,post,0.2320012285609478,0.07469478481289475,50
snr30,B,in,100.0,pre,0.5255081827400282,0.03847619179143317,50
snr30,B,legs,0.0,all,0.008551409570447052,0.0024869328345168565,50
snr30,B,legs,0.0,post,0.008684983556291373,0.002824468384606249,50
snr30,B,legs,0.0,pre,0.008866183577949436,0.002979580476677612,50
snr30,B,legs,0.01,all,0.008551409570447052,0.0024869328345168565,50
snr30,B,legs,0.01,post,0.008684983556291373,0.002824468384606249,50
snr30,B,legs,0.01,pre,0.008866183577949436,0.002979580476677612,50
snr30,B,legs,0.03,all,0.008551409570447052,0.0024869328345168565,50
snr30,B,legs,0.03,post,0.008684983556291373,0.002824468384606249,50
snr30,B,legs,0.03,pre,0.008866183577949436,0.002979580476677612,50
snr30,B,legs,0.1,all,0.008551409570447052,0.0024869328345168565,50
snr30,B,legs,0.1,post,0.008684983556291373,0.002824468384606249,50
snr30,B,legs,0.1,pre,0.008866183577949436,0.002979580476677612,50
snr30,B,legs,0.3,all,0.008551409570447052,0.0024869328345168565,50
snr30,B,legs,0.3,post,0.008684983556291373,0.002824468384606249,50
snr30,B,legs,0.3,pre,0.008866183577949436,0.002979580476677612,50
snr30,B,legs,1.0,all,0.008551409570447052,0.0024869328345168565,50
snr30,B,legs,1.0,post,0.008684983556291373,0.002824468384606249,50
snr30,B,legs,1.0,pre,0.008866183577949436,0.002979580476677612,50
snr30,B,legs,3.0,all,0.008551409570447052,0.0024869328345168565,50
snr30,B,legs,3.0,post,0.008684983556291373,0.002824468384606249,50
snr30,B,legs,3.0,pre,0.008866183577949436,0.002979580476677612,50
snr30,B,legs,10.0,all,0.008551409570447052,0.0024869328345168565,50
snr30,B,legs,10.0,post,0.008684983556291373,0.002824468384606249,50
snr30,B,legs,10.0,pre,0.008866183577949436,0.002979580476677612,50
snr30,B,legs,30.0,all,0.008551409570447052,0.0024869328345168565,50
snr30,B,legs,30.0,post,0.008684983556291373,0.002824468384606249,50
snr30,B,legs,30.0,pre,0.008866183577949436,0.002979580476677612,50
snr30,B,legs,100.0,all,0.008551409570447052,0.0024869328345168565,50
snr30,B,legs,100.0,post,0.008684983556291373,0.002824468384606249,50
snr30,B,legs,100.0,pre,0.008866183577949436,0.002979580476677612,50
snr30,B,point,0.0,all,0.03334814209988828,0.0006095075375858163,50
snr30,B,point,0.0,post,0.033689371741369274,0.004383577307642696,50
snr30,B,point,0.0,pre,0.0349957701803079,0.0052305686791135324,50
snr30,B,point,0.01,all,0.033294429783154444,0.0006102302163530083,50
snr30,B,point,0.01,post,0.03354074620122709,0.0043596063046403895,50
snr30,B,point,0.01,pre,0.03502838717920856,0.005176342256087732,50
snr30,B,point,0.03,all,0.03402352793271755,0.0007066354211155153,50
snr30,B,point,0.03,post,0.03352921195463352,0.004366803965096219,50
snr30,B,point,0.03,pre,0.036493822818995006,0.005007705113660467,50
snr30,B,point,0.1,all,0.04262934286665233,0.0032496791946039576,50
snr30,B,point,0.1,post,0.035873947317897587,0.005311050523782008,50
snr30,B,point,0.1,pre,0.0506545855483089,0.005529237398304162,50
snr30,B,point,0.3,all,0.07912178787815799,0.011280923716580678,50
snr30,B,point,0.3,post,0.05087084613529608,0.012460432817929079,50
snr30,B,point,0.3,pre,0.10326458689708405,0.011598145002964895,50
snr30,B,point,1.0,all,0.16863771067950423,0.02591772413405768,50
snr30,B,point,1.0,post,0.09674425911292854,0.030203408843660306,50
snr30,B,point,1.0,pre,0.22521459708395472,0.022557158163816877,50
snr30,B,point,3.0,all,0.26768575468482764,0.040406975020524094,50
snr30,B,point,3.0,post,0.150960479449836,0.04915705572731729,50
snr30,B,point,3.0,pre,0.3583622103910517,0.030414365343661133,50
snr30,B,point,10.0,all,0.345581226859481,0.051974890636158906,50
snr30,B,point,10.0,post,0.1941971535372126,0.06433455731135918,50
snr30,B,point,10.0,pre,0.4626181525315351,0.034721511116009636,50
snr30,B,point,30.0,all,0.38239419836956506,0.05758605993125574,50
snr30,B,point,30.0,post,0.2147014300947516,0.07175326331924517,50
snr30,B,point,30.0,pre,0.5117170102158368,0.036085281570106945,50
snr30,B,point,100.0,all,0.4002971454486378,0.060504588546071304,50
snr30,B,point,100.0,post,0.22477373899273548,0.07554848672961223,50
snr30,B,point,100.0,pre,0.535480598362362,0.036692399069319835,50
tau0.2,A,cur,0.0,all,0.0786355781348996,0.01115981618615309,50
tau0.2,A,cur,0.0,post,0.07031786302806825,0.011570851661353874,50
tau0.2,A,cur,0.0,pre,0.12193278269724857,0.03962907223663925,50
tau0.2,A,cur,0.01,all,0.07833314621464528,0.011188484259804144,50
tau0.2,A,cur,0.01,post,0.06989549015699915,0.011498665037607443,50
tau0.2,A,cur,0.01,pre,0.1218731691602889,0.0395095226978024,50
tau0.2,A,cur,0.03,all,0.07795448018461068,0.011230623478629083,50
tau0.2,A,cur,0.03,post,0.06920432267629745,0.011353422037141665,50
tau0.2,A,cur,0.03,pre,0.12220430664110861,0.03919600777625215,50
tau0.2,A,cur,0.1,all,0.07864652909863626,0.011313634769213984,50
tau0.2,A,cur,0.1,post,0.0681944603181175,0.01090203265678825,50
tau0.2,A,cur,0.1,pre,0.12716878323258585,0.03759324317733196,50
tau0.2,A,cur,0.3,all,0.09030578942590331,0.013109167978431844,50
tau0.2,A,cur,0.3,post,0.0728438002955436,0.011902731173284145,50
tau0.2,A,cur,0.3,pre,0.1565911520387796,0.03364636838279145,50
tau0.2,A,cur,1.0,all,0.13999289630686496,0.025424516130142537,50
tau0.2,A,cur,1.0,post,0.10375759641891422,0.02518485995053976,50
tau0.2,A,cur,1.0,pre,0.2552089755035749,0.035940611262771836,50
tau0.2,A,cur,3.0,all,0.20710405498199264,0.04048303320384227,50
tau0.2,A,cur,3.0,post,0.15098720213782105,0.04235484339023138,50
tau0.2,A,cur,3.0,pre,0.3789219147344194,0.04518706165684436,50
tau0.2,A,cur,10.0,all,0.2627687466484134,0.05209422643132913,50
tau0.2,A,cur,10.0,post,0.1915949798933477,0.05590104975662824,50
tau0.2,A,cur,10.0,pre,0.4793171320038955,0.05244338717667038,50
tau0.2,A,cur,30.0,all,0.2894259077798315,0.057461244561522795,50
tau0.2,A,cur,30.0,post,0.21133061548923496,0.06242672164795577,50
tau0.2,A,cur,30.0,pre,0.5267789767597243,0.055406462321092725,50
tau0.2,A,cur,100.0,all,0.3024395631835984,0.060075024206974276,50
tau0.2,A,cur,100.0,post,0.22114080150029536,0.0656185863836619,50
tau0.2,A,cur,100.0,pre,0.5496182964838631,0.05660310605642978,50
tau0.2,A,hist,0.0,all,0.07863557813489964,0.011159816186153047,50
tau0.2,A,hist,0.0,post,0.0703178630280683,0.011570851661353836,50
tau0.2,A,hist,0.0,pre,0.12193278269724858,0.03962907223663928,50
tau0.2,A,hist,0.01,all,0.07831563305753754,0.011195355453114049,50
tau0.2,A,hist,0.01,post,0.07001367871009898,0.011587524550162083,50
tau0.2,A,hist,0.01,pre,0.12148437933258074,0.03950224005143508,50
tau0.2,A,hist,0.03,all,0.07781293247659656,0.011253686060023506,50
tau0.2,A,hist,0.03,post,0.06955346136693225,0.01161579701960864,50
tau0.2,A,hist,0.03,pre,0.1207216106908766,0.03928529161336666,50
tau0.2,A,hist,0.1,all,0.07729789795599863,0.011383043967950139,50
tau0.2,A,hist,0.1,post,0.06928248770502304,0.011715337155255141,50
tau0.2,A,hist,0.1,pre,0.11927905219146547,0.03887078087217726,50
tau0.2,A,hist,0.3,all,0.08238940620569471,0.012648527332853531,50
tau0.2,A,hist,0.3,post,0.07538539938657927,0.013411551307581034,50
tau0.2,A,hist,0.3,pre,0.1220463738837412,0.04001867997214659,50
tau0.2,A,hist,1.0,all,0.11259610603303048,0.023894839544855682,50
tau0.2,A,hist,1.0,post,0.10769477779343938,0.02566471735900298,50
tau0.2,A,hist,1.0,pre,0.1502706712784602,0.053873608824926596,50
tau0.2,A,hist,3.0,all,0.1593789665104053,0.04014543065374524,50
tau0.2,A,hist,3.0,post,0.15528749779476353,0.04220581451538541,50
tau0.2,A,hist,3.0,pre,0.20184203611203771,0.079422188869779,50
tau0.2,A,hist,10.0,all,0.20389114876025138,0.05315210557288385,50
tau0.2,A,hist,10.0,post,0.19786540669586952,0.05552499484284695,50
tau0.2,A,hist,10.0,pre,0.2603516988519148,0.10134108751077202,50
tau0.2,A,hist,30.0,all,0.237119074771442,0.05984411363931433,50
tau0.2,A,hist,30.0,post,0.22583251644099833,0.06205869671512306,50
tau0.2,A,hist,30.0,pre,0.31604836870787634,0.11386108127958189,50
tau0.2,A,hist,100.0,all,0.27439685005768627,0.06746247169607315,50
tau0.2,A,hist,100.0,post,0.2576799010336378,0.06798437658077748,50
tau0.2,A,hist,100.0,pre,0.37524512574455393,0.12652948862802102,50
tau0.2,A,in,0.0,all,0.07863557813485379,0.011159816186158984,50
tau0.2,A,in,0.0,post,0.07031786302806965,0.011570851661362201,50
tau0.2,A,in,0.0,pre,0.12193278269705,0.03962907223661549,50
tau0.2,A,in,0.01,all,0.078315521799293,0.011194856847127562,50
tau0.2,A,in,0.01,post,0.07001380465403947,0.011587623847281535,50
tau0.2,A,in,0.01,pre,0.12148404773886919,0.03950253206087598,50
tau0.2,A,in,0.03,all,0.07781243798004256,0.011252069543959414,50
tau0.2,A,in,0.03,post,0.06955381736766818,0.011616121855688302,50
tau0.2,A,in,0.03,pre,0.1207200487942821,0.03928612825255959,50
tau0.2,A,in,0.1,all,0.07729423227446382,0.01137666922549725,50
tau0.2,A,in,0.1,post,0.06928330621196081,0.011716525172665903,50
tau0.2,A,in,0.1,pre,0.11926693804978938,0.03887347667875875,50
tau0.2,A,in,0.3,all,0.0823614862370719,0.01262884743960083,50
tau0.2,A,in,0.3,post,0.07538342131787955,0.013413207020933023,50
tau0.2,A,in,0.3,pre,0.12195203818722992,0.04003196596527024,50
tau0.2,A,in,1.0,all,0.11238571774626614,0.023873258994452966,50
tau0.2,A,in,1.0,post,0.10764370200474739,0.025659020647816673,50
tau0.2,A,in,1.0,pre,0.14953147108694986,0.053980529844262076,50
tau0.2,A,in,3.0,all,0.15829274884891953,0.04020176997006351,50
tau0.2,A,in,3.0,post,0.1549028076830911,0.04220036280486264,50
tau0.2,A,in,3.0,pre,0.19813812476265202,0.07995951882807742,50
tau0.2,A,in,10.0,all,0.19807298491441552,0.05358503491501237,50
tau0.2,A,in,10.0,post,0.19519319356878595,0.05560379007963522,50
tau0.2,A,in,10.0,pre,0.2425630722879506,0.10312345404118296,50
tau0.2,A,in,30.0,all,0.21751265694735714,0.06011106254361414,50
tau0.2,A,in,30.0,post,0.21473616952310062,0.0621145411501819,50
tau0.2,A,in,30.0,pre,0.26483239190458646,0.11450835347695687,50
tau0.2,A,in,100.0,all,0.2272127888705992,0.06331758516096357,50
tau0.2,A,in,100.0,post,0.22443788580727392,0.06532134006315315,50
tau0.2,A,in,100.0,pre,0.27615451084779713,0.12013773842876854,50
tau0.2,A,legs,0.0,all,0.0786355781348996,0.011159816186153084,50
tau0.2,A,legs,0.0,post,0.07031786302806826,0.011570851661353887,50
tau0.2,A,legs,0.0,pre,0.12193278269724855,0.03962907223663926,50
tau0.2,A,legs,0.01,all,0.0786355781348996,0.011159816186153084,50
tau0.2,A,legs,0.01,post,0.07031786302806826,0.011570851661353887,50
tau0.2,A,legs,0.01,pre,0.12193278269724855,0.03962907223663926,50
tau0.2,A,legs,0.03,all,0.0786355781348996,0.011159816186153084,50
tau0.2,A,legs,0.03,post,0.07031786302806826,0.011570851661353887,50
tau0.2,A,legs,0.03,pre,0.12193278269724855,0.03962907223663926,50
tau0.2,A,legs,0.1,all,0.0786355781348996,0.011159816186153084,50
tau0.2,A,legs,0.1,post,0.07031786302806826,0.011570851661353887,50
tau0.2,A,legs,0.1,pre,0.12193278269724855,0.03962907223663926,50
tau0.2,A,legs,0.3,all,0.0786355781348996,0.011159816186153084,50
tau0.2,A,legs,0.3,post,0.07031786302806826,0.011570851661353887,50
tau0.2,A,legs,0.3,pre,0.12193278269724855,0.03962907223663926,50
tau0.2,A,legs,1.0,all,0.0786355781348996,0.011159816186153084,50
tau0.2,A,legs,1.0,post,0.07031786302806826,0.011570851661353887,50
tau0.2,A,legs,1.0,pre,0.12193278269724855,0.03962907223663926,50
tau0.2,A,legs,3.0,all,0.0786355781348996,0.011159816186153084,50
tau0.2,A,legs,3.0,post,0.07031786302806826,0.011570851661353887,50
tau0.2,A,legs,3.0,pre,0.12193278269724855,0.03962907223663926,50
tau0.2,A,legs,10.0,all,0.0786355781348996,0.011159816186153084,50
tau0.2,A,legs,10.0,post,0.07031786302806826,0.011570851661353887,50
tau0.2,A,legs,10.0,pre,0.12193278269724855,0.03962907223663926,50
tau0.2,A,legs,30.0,all,0.0786355781348996,0.011159816186153084,50
tau0.2,A,legs,30.0,post,0.07031786302806826,0.011570851661353887,50
tau0.2,A,legs,30.0,pre,0.12193278269724855,0.03962907223663926,50
tau0.2,A,legs,100.0,all,0.0786355781348996,0.011159816186153084,50
tau0.2,A,legs,100.0,post,0.07031786302806826,0.011570851661353887,50
tau0.2,A,legs,100.0,pre,0.12193278269724855,0.03962907223663926,50
tau0.2,A,point,0.0,all,0.3163080719156298,0.0016255170960457704,50
tau0.2,A,point,0.0,post,0.3144183955646574,0.01781963322100261,50
tau0.2,A,point,0.0,pre,0.3763107593085963,0.13798152455774984,50
tau0.2,A,point,0.01,all,0.3142289911201,0.001680121822889007,50
tau0.2,A,point,0.01,post,0.3123503042271392,0.017680509682512915,50
tau0.2,A,point,0.01,pre,0.3738548757963013,0.1371688953905592,50
tau0.2,A,point,0.03,all,0.31021210952822753,0.0018503579498853815,50
tau0.2,A,point,0.03,post,0.30835468307803227,0.017420287514033614,50
tau0.2,A,point,0.03,pre,0.36910911841333666,0.13559486887494726,50
tau0.2,A,point,0.1,all,0.2974993322250911,0.002705478586796138,50
tau0.2,A,point,0.1,post,0.2957095657267218,0.016670848466996385,50
tau0.2,A,point,0.1,pre,0.3540813982837207,0.13057650161621853,50
tau0.2,A,point,0.3,all,0.2700994349238968,0.005155088706363928,50
tau0.2,A,point,0.3,post,0.26845957019116967,0.01552303971677338,50
tau0.2,A,point,0.3,pre,0.3216403953433638,0.11955142778239636,50
tau0.2,A,point,1.0,all,0.22640562344634158,0.01412342999498102,50
tau0.2,A,point,1.0,post,0.22504311453956194,0.018662236872035623,50
tau0.2,A,point,1.0,pre,0.2696438205038696,0.10183491973266362,50
tau0.2,A,point,3.0,all,0.2074264867800782,0.03265511011041478,50
tau0.2,A,point,3.0,post,0.2062919311840639,0.03476613544041577,50
tau0.2,A,point,3.0,pre,0.24653129564206241,0.09857000987411806,50
tau0.2,A,point,10.0,all,0.21616051904107092,0.04999258692633679,50
tau0.2,A,point,10.0,post,0.21509710621220557,0.0516060700856288,50
tau0.2,A,point,10.0,pre,0.2562853975030852,0.11029876892568488,50
tau0.2,A,point,30.0,all,0.2269828073934234,0.0580285705657893,50
tau0.2,A,point,30.0,post,0.22585711960146884,0.05947297499601434,50
tau0.2,A,point,30.0,pre,0.2690751433916867,0.11912590194605836,50
tau0.2,A,point,100.0,all,0.2340924568028843,0.06175065184646015,50
tau0.2,A,point,100.0,post,0.23287644012846012,0.0631087013781886,50
tau0.2,A,point,100.0,pre,0.2777189363215305,0.12418148567403664,50
tau0.2,B,cur,0.0,all,0.06357869538499455,0.001969983538461511,50
tau0.2,B,cur,0.0,post,0.05945059372765813,0.0038068374727918903,50
tau0.2,B,cur,0.0,pre,0.09146471468998056,0.033774856755588646,50
tau0.2,B,cur,0.01,all,0.06318947982882633,0.0019473087690977467,50
tau0.2,B,cur,0.01,post,0.05909017762799404,0.0037779990919756417,50
tau0.2,B,cur,0.01,pre,0.09089521785214298,0.033588797120433424,50
tau0.2,B,cur,0.03,all,0.0625757493510304,0.0019223557162515437,50
tau0.2,B,cur,0.03,post,0.058541386848957364,0.0037431259535731305,50
tau0.2,B,cur,0.03,pre,0.0899255488404601,0.03327076267538799,50
tau0.2,B,cur,0.1,all,0.0619322677357109,0.002379000369848011,50
tau0.2,B,cur,0.1,post,0.05818572303838904,0.004033883871363735,50
tau0.2,B,cur,0.1,pre,0.08809726484460263,0.03268925724582323,50
