cell,scenario,method,alpha,segment,mean,std,count
frac0.1,A,hist,0.3,all,0.07219818371518966,0.006715110416238184,50
frac0.1,A,hist,0.3,post,0.07333503883831026,0.012139508477859686,50
frac0.1,A,hist,0.3,pre,0.07490409020414412,0.012290401490319474,50
frac0.1,A,hist,1.0,all,0.10204862849854837,0.018978000922449355,50
frac0.1,A,hist,1.0,post,0.10351308317712135,0.023573721987642803,50
frac0.1,A,hist,1.0,pre,0.10580445392950075,0.02387469322096482,50
frac0.1,A,hist,3.0,all,0.14682824081839047,0.03146972911074704,50
frac0.1,A,hist,3.0,post,0.14877823356496672,0.03674498603164198,50
frac0.1,A,hist,3.0,pre,0.15233926556965577,0.038761524320585224,50
frac0.1,A,hist,10.0,all,0.1853596310331934,0.04018124976857966,50
frac0.1,A,hist,10.0,post,0.18764340433285878,0.04600551343798971,50
frac0.1,A,hist,10.0,pre,0.19254081225128483,0.05036605709692916,50
frac0.1,A,hist,30.0,all,0.20682380608970466,0.04386599911463865,50
frac0.1,A,hist,30.0,post,0.20941490475680688,0.050177129549681156,50
frac0.1,A,hist,30.0,pre,0.21483269677858538,0.055830252632540565,50
frac0.1,A,hist,100.0,all,0.23286918857073896,0.04539639458890872,50
frac0.1,A,hist,100.0,post,0.23684041162395364,0.053868891139449,50
frac0.1,A,hist,100.0,pre,0.24069670197000917,0.05909766180042988,50
frac0.1,A,in,0.0,all,0.0691539482373003,0.0036137466389521106,50
frac0.1,A,in,0.0,post,0.07030740661285512,0.010719777392065484,50
frac0.1,A,in,0.0,pre,0.07182726424468237,0.011129519622692615,50
frac0.1,A,in,0.01,all,0.0687809345791589,0.003636328687465743,50
frac0.1,A,in,0.01,post,0.06992634318167852,0.010660058182739587,50
frac0.1,A,in,0.01,pre,0.07143942017179308,0.011080268461446595,50
frac0.1,A,in,0.03,all,0.06817974957023125,0.003682285547107087,50
frac0.1,A,in,0.03,post,0.06931145585542747,0.01056152537055525,50
frac0.1,A,in,0.03,pre,0.0708130184827604,0.01099489991517541,50
frac0.1,A,in,0.1,all,0.06739781876202873,0.003912321293672428,50
frac0.1,A,in,0.1,post,0.06850301604916666,0.010429862079707584,50
frac0.1,A,in,0.1,pre,0.06998475699819262,0.010845952720716746,50
frac0.1,A,in,0.3,all,0.07219087273702185,0.00671778080324214,50
frac0.1,A,in,0.3,post,0.07332913888103634,0.01214252278234142,50
frac0.1,A,in,0.3,pre,0.07489559055539309,0.012295645303712743,50
frac0.1,A,in,1.0,all,0.10201487208286564,0.018985090964678535,50
frac0.1,A,in,1.0,post,0.10347742988489408,0.02357880252542356,50
frac0.1,A,in,1.0,pre,0.10577183501602691,0.023887152562613877,50
frac0.1,A,in,3.0,all,0.14670163186050156,0.0314872018245113,50
frac0.1,A,in,3.0,post,0.1486410615035125,0.03674709879193703,50
frac0.1,A,in,3.0,pre,0.15221890437782676,0.03878998780914166,50
frac0.1,A,in,10.0,all,0.18465784257381518,0.040264045113670835,50
frac0.1,A,in,10.0,post,0.1868858336400895,0.046003718607836315,50
frac0.1,A,in,10.0,pre,0.1918647680343562,0.05045454369201594,50
frac0.1,A,in,30.0,all,0.20294434004376768,0.04431089071966007,50
frac0.1,A,in,30.0,post,0.20521582033800442,0.05017951091837964,50
frac0.1,A,in,30.0,pre,0.21109061843393995,0.05612344194158864,50
frac0.1,A,in,100.0,all,0.2120065284207734,0.04616146374015745,50
frac0.1,A,in,100.0,post,0.21428178025460595,0.05211385166496298,50
frac0.1,A,in,100.0,pre,0.22063650674554894,0.05877715939556349,50
frac0.1,A,legs,0.0,all,0.06915394823734705,0.0036137466389269362,50
frac0.1,A,legs,0.0,post,0.07030740661286887,0.010719777392067269,50
frac0.1,A,legs,0.0,pre,0.07182726424476839,0.011129519622712069,50
frac0.1,A,legs,0.01,all,0.06915394823734705,0.0036137466389269362,50
frac0.1,A,legs,0.01,post,0.07030740661286887,0.010719777392067269,50
frac0.1,A,legs,0.01,pre,0.07182726424476839,0.011129519622712069,50
frac0.1,A,legs,0.03,all,0.06915394823734705,0.0036137466389269362,50
frac0.1,A,legs,0.03,post,0.07030740661286887,0.010719777392067269,50
frac0.1,A,legs,0.03,pre,0.07182726424476839,0.011129519622712069,50
frac0.1,A,legs,0.1,all,0.06915394823734705,0.0036137466389269362,50
frac0.1,A,legs,0.1,post,0.07030740661286887,0.010719777392067269,50
frac0.1,A,legs,0.1,pre,0.07182726424476839,0.011129519622712069,50
frac0.1,A,legs,0.3,all,0.06915394823734705,0.0036137466389269362,50
frac0.1,A,legs,0.3,post,0.07030740661286887,0.010719777392067269,50
frac0.1,A,legs,0.3,pre,0.07182726424476839,0.011129519622712069,50
frac0.1,A,legs,1.0,all,0.06915394823734705,0.0036137466389269362,50
frac0.1,A,legs,1.0,post,0.07030740661286887,0.010719777392067269,50
frac0.1,A,legs,1.0,pre,0.07182726424476839,0.011129519622712069,50
frac0.1,A,legs,3.0,all,0.06915394823734705,0.0036137466389269362,50
frac0.1,A,legs,3.0,post,0.07030740661286887,0.010719777392067269,50
frac0.1,A,legs,3.0,pre,0.07182726424476839,0.011129519622712069,50
frac0.1,A,legs,10.0,all,0.06915394823734705,0.0036137466389269362,50
frac0.1,A,legs,10.0,post,0.07030740661286887,0.010719777392067269,50
frac0.1,A,legs,10.0,pre,0.07182726424476839,0.011129519622712069,50
frac0.1,A,legs,30.0,all,0.06915394823734705,0.0036137466389269362,50
frac0.1,A,legs,30.0,post,0.07030740661286887,0.010719777392067269,50
frac0.1,A,legs,30.0,pre,0.07182726424476839,0.011129519622712069,50
frac0.1,A,legs,100.0,all,0.06915394823734705,0.0036137466389269362,50
frac0.1,A,legs,100.0,post,0.07030740661286887,0.010719777392067269,50
frac0.1,A,legs,100.0,pre,0.07182726424476839,0.011129519622712069,50
frac0.1,A,point,0.0,all,0.3163377605638682,0.001621704806416232,50
frac0.1,A,point,0.0,post,0.32188017807357466,0.04558238615053084,50
frac0.1,A,point,0.0,pre,0.32868909158539317,0.04833945001781348,50
frac0.1,A,point,0.01,all,0.3142581051589308,0.0016685310795173435,50
frac0.1,A,point,0.01,post,0.3197617451324612,0.045268342638503954,50
frac0.1,A,point,0.01,pre,0.32653154302226367,0.04805655419386569,50
frac0.1,A,point,0.03,all,0.3102380424876085,0.001817010799569418,50
frac0.1,A,point,0.03,post,0.3156667886866726,0.04466353970156111,50
frac0.1,A,point,0.03,pre,0.32236048378793464,0.047509096835018375,50
frac0.1,A,point,0.1,all,0.2974942469581951,0.002522406410508666,50
frac0.1,A,point,0.1,post,0.3026860512728481,0.04276025487413141,50
frac0.1,A,point,0.1,pre,0.3091341057738542,0.0457623706677012,50
frac0.1,A,point,0.3,all,0.2698695449248295,0.003978218064376854,50
frac0.1,A,point,0.3,post,0.2745483438396288,0.038642526349497545,50
frac0.1,A,point,0.3,pre,0.2804397161937166,0.041848824303681025,50
frac0.1,A,point,1.0,all,0.22473188956488843,0.008387334421000165,50
frac0.1,A,point,1.0,post,0.22853983021366794,0.0322384284135217,50
frac0.1,A,point,1.0,pre,0.23345258380779815,0.03535315710898528,50
frac0.1,A,point,3.0,all,0.202395591834272,0.022339853294851074,50
frac0.1,A,point,3.0,post,0.2055845127622922,0.03463550852155565,50
frac0.1,A,point,3.0,pre,0.21009226490976907,0.03786321072252547,50
frac0.1,A,point,10.0,all,0.20757637746942115,0.03569408222052772,50
frac0.1,A,point,10.0,post,0.21042647963134903,0.043742604166049685,50
frac0.1,A,point,10.0,pre,0.21555824057006895,0.048526017964758666,50
frac0.1,A,point,30.0,all,0.2165742953905292,0.04154080508727475,50
frac0.1,A,point,30.0,post,0.2192220635033978,0.0485828464088437,50
frac0.1,A,point,30.0,pre,0.22514272890049927,0.05477635598735596,50
frac0.1,A,point,100.0,all,0.2227505647871535,0.04413304044402239,50
frac0.1,A,point,100.0,post,0.22529761568146547,0.05088991143696545,50
frac0.1,A,point,100.0,pre,0.2317222753930782,0.057865286948858397,50
frac0.1,B,cur,0.0,all,0.0638854685202248,0.0020702240487481915,50
frac0.1,B,cur,0.0,post,0.06519352360048336,0.009676567260981922,50
frac0.1,B,cur,0.0,pre,0.06608526788258723,0.00959623896352524,50
frac0.1,B,cur,0.01,all,0.06348137992322919,0.0020724689816266286,50
frac0.1,B,cur,0.01,post,0.06478600750317579,0.009609966650472385,50
frac0.1,B,cur,0.01,pre,0.06565811150338279,0.00952216149386261,50
frac0.1,B,cur,0.03,all,0.06282882447060045,0.0020959674176055814,50
frac0.1,B,cur,0.03,post,0.06412832130751085,0.009504565559322182,50
frac0.1,B,cur,0.03,pre,0.06496478518905235,0.00939159013442033,50
frac0.1,B,cur,0.1,all,0.061971506403730225,0.002475583128957428,50
frac0.1,B,cur,0.1,post,0.06326839814441212,0.009418884944104932,50
frac0.1,B,cur,0.1,pre,0.06401650376575617,0.009149363339360589,50
frac0.1,B,cur,0.3,all,0.06708138154148509,0.006593104683960388,50
frac0.1,B,cur,0.3,post,0.0684504345952435,0.01168704446759735,50
frac0.1,B,cur,0.3,pre,0.06918256713867421,0.011066201441240348,50
frac0.1,B,cur,1.0,all,0.09827756595021338,0.019766918932996563,50
frac0.1,B,cur,1.0,post,0.10001272641530143,0.023942537663473,50
frac0.1,B,cur,1.0,pre,0.10142472462859038,0.02388514005819227,50
frac0.1,B,cur,3.0,all,0.14404500489475233,0.03220514005635513,50
frac0.1,B,cur,3.0,post,0.1462624400511337,0.03708538082743705,50
frac0.1,B,cur,3.0,pre,0.1489911192216192,0.03880481469783439,50
frac0.1,B,cur,10.0,all,0.18253047550358836,0.04082415486569487,50
frac0.1,B,cur,10.0,post,0.18501093074877617,0.046240298878820855,50
frac0.1,B,cur,10.0,pre,0.18921278754532664,0.05024315347115289,50
frac0.1,B,cur,30.0,all,0.20100951493625419,0.04477954424564758,50
frac0.1,B,cur,30.0,post,0.2035076410729854,0.05037554050223253,50
frac0.1,B,cur,30.0,pre,0.20867064468579874,0.05579734412046579,50
frac0.1,B,cur,100.0,all,0.21015814621026593,0.046583572068947664,50
frac0.1,B,cur,100.0,post,0.21264675880477563,0.052292998785004374,50
frac0.1,B,cur,100.0,pre,0.21832559945265573,0.05841688514711091,50
frac0.1,B,hist,0.0,all,0.06388546852022547,0.002070224048749088,50
frac0.1,B,hist,0.0,post,0.06519352360048415,0.009676567260982661,50
frac0.1,B,hist,0.0,pre,0.06608526788258785,0.009596238963524944,50
frac0.1,B,hist,0.01,all,0.06349652711864386,0.0020810269556797265,50
frac0.1,B,hist,0.01,post,0.06478832823078023,0.009609068984674018,50
frac0.1,B,hist,0.01,pre,0.06568508708282751,0.009517215898792234,50
frac0.1,B,hist,0.03,all,0.06294039562669021,0.002115146623547785,50
frac0.1,B,hist,0.03,post,0.06413664841285159,0.009502147233230557,50
frac0.1,B,hist,0.03,pre,0.06517591645627824,0.009354322344324175,50
frac0.1,B,hist,0.1,all,0.06300170611751214,0.002551955587258762,50
frac0.1,B,hist,0.1,post,0.06330964057781557,0.009413663615575028,50
frac0.1,B,hist,0.1,pre,0.06600424157080186,0.008858450909787884,50
frac0.1,B,hist,0.3,all,0.0730280396510183,0.007078425742188823,50
frac0.1,B,hist,0.3,post,0.06863248381463706,0.01168317770205549,50
frac0.1,B,hist,0.3,pre,0.08041615522129808,0.010384906196944045,50
frac0.1,B,hist,1.0,all,0.11801180111641937,0.019344734239946867,50
frac0.1,B,hist,1.0,post,0.10059069105544179,0.02390029776847053,50
frac0.1,B,hist,1.0,pre,0.13747252396924237,0.02115580702129168,50
frac0.1,B,hist,3.0,all,0.17799317230251166,0.02957027670670185,50
frac0.1,B,hist,3.0,post,0.1473258871080806,0.036987862603307525,50
frac0.1,B,hist,3.0,pre,0.21040121904132292,0.03166501083920803,50
frac0.1,B,hist,10.0,all,0.2275387497292825,0.03606508970848899,50
frac0.1,B,hist,10.0,post,0.18700537023815084,0.046105748961269885,50
frac0.1,B,hist,10.0,pre,0.2700194875464325,0.03919402973688311,50
frac0.1,B,hist,30.0,all,0.2536132538952175,0.038806588631731545,50
frac0.1,B,hist,30.0,post,0.20910204394633466,0.05020504141453815,50
frac0.1,B,hist,30.0,pre,0.3006226356429607,0.04302492448750676,50
frac0.1,B,hist,100.0,all,0.27917561305992095,0.039903471611204756,50
frac0.1,B,hist,100.0,post,0.23668184405656156,0.053830545032179,50
frac0.1,B,hist,100.0,pre,0.3264094723319463,0.04579008493138601,50
frac0.1,B,in,0.0,all,0.06388546852017643,0.002070224048767785,50
frac0.1,B,in,0.0,post,0.06519352360046864,0.009676567260979535,50
frac0.1,B,in,0.0,pre,0.06608526788249726,0.00959623896348782,50
frac0.1,B,in,0.01,all,0.06349652459105229,0.002081100774910241,50
frac0.1,B,in,0.01,post,0.06478821316894481,0.009609160071493681,50
frac0.1,B,in,0.01,pre,0.06568522123314255,0.009517289100390854,50
frac0.1,B,in,0.03,all,0.06294037019555225,0.0021153581223138794,50
frac0.1,B,in,0.03,post,0.064136312951515,0.009502419057759249,50
frac0.1,B,in,0.03,pre,0.06517626910888581,0.009354510165880415,50
frac0.1,B,in,0.1,all,0.0630012882011118,0.002552628195805359,50
frac0.1,B,in,0.1,post,0.06330853349018763,0.0094145867731503,50
frac0.1,B,in,0.1,pre,0.06600467162885236,0.008858768677290442,50
frac0.1,B,in,0.3,all,0.07302324508290982,0.007079957369567064,50
frac0.1,B,in,0.3,post,0.06862794555811152,0.011685826357622293,50
frac0.1,B,in,0.3,pre,0.08041127734873628,0.01038414939016869,50
frac0.1,B,in,1.0,all,0.11797805570082995,0.019348513803932432,50
frac0.1,B,in,1.0,post,0.1005618097075701,0.023905138857471822,50
frac0.1,B,in,1.0,pre,0.13743347414433463,0.021153244997220776,50
frac0.1,B,in,3.0,all,0.17786777804925258,0.02957874785391509,50
frac0.1,B,in,3.0,post,0.14719365727531486,0.036994274178021244,50
frac0.1,B,in,3.0,pre,0.21027210231837398,0.031665335392220335,50
frac0.1,B,in,10.0,all,0.22694926411294095,0.03610174361837043,50
frac0.1,B,in,10.0,post,0.1862463756359315,0.04611944014986583,50
frac0.1,B,in,10.0,pre,0.26950200920323436,0.03919563872540072,50
frac0.1,B,in,30.0,all,0.2505139159535934,0.03908057029175043,50
frac0.1,B,in,30.0,post,0.20490265294198692,0.05024481420038503,50
frac0.1,B,in,30.0,pre,0.29803988303961626,0.04301314339623626,50
frac0.1,B,in,100.0,all,0.2622697439278817,0.04050589694749368,50
frac0.1,B,in,100.0,post,0.214126045791502,0.052154278221621796,50
frac0.1,B,in,100.0,pre,0.31233089230274597,0.04487229330861228,50
frac0.1,B,legs,0.0,all,0.06388546852022478,0.002070224048748188,50
frac0.1,B,legs,0.0,post,0.06519352360048335,0.009676567260981919,50
frac0.1,B,legs,0.0,pre,0.06608526788258723,0.009596238963525251,50
frac0.1,B,legs,0.01,all,0.06388546852022478,0.002070224048748188,50
frac0.1,B,legs,0.01,post,0.06519352360048335,0.009676567260981919,50
frac0.1,B,legs,0.01,pre,0.06608526788258723,0.009596238963525251,50
frac0.1,B,legs,0.03,all,0.06388546852022478,0.002070224048748188,50
frac0.1,B,legs,0.03,post,0.06519352360048335,0.009676567260981919,50
frac0.1,B,legs,0.03,pre,0.06608526788258723,0.009596238963525251,50
frac0.1,B,legs,0.1,all,0.06388546852022478,0.002070224048748188,50
frac0.1,B,legs,0.1,post,0.06519352360048335,0.009676567260981919,50
frac0.1,B,legs,0.1,pre,0.06608526788258723,0.009596238963525251,50
frac0.1,B,legs,0.3,all,0.06388546852022478,0.002070224048748188,50
frac0.1,B,legs,0.3,post,0.06519352360048335,0.009676567260981919,50
frac0.1,B,legs,0.3,pre,0.06608526788258723,0.009596238963525251,50
frac0.1,B,legs,1.0,all,0.06388546852022478,0.002070224048748188,50
frac0.1,B,legs,1.0,post,0.06519352360048335,0.009676567260981919,50
frac0.1,B,legs,1.0,pre,0.06608526788258723,0.009596238963525251,50
frac0.1,B,legs,3.0,all,0.06388546852022478,0.002070224048748188,50
frac0.1,B,legs,3.0,post,0.06519352360048335,0.009676567260981919,50
frac0.1,B,legs,3.0,pre,0.06608526788258723,0.009596238963525251,50
frac0.1,B,legs,10.0,all,0.06388546852022478,0.002070224048748188,50
frac0.1,B,legs,10.0,post,0.06519352360048335,0.009676567260981919,50
frac0.1,B,legs,10.0,pre,0.06608526788258723,0.009596238963525251,50
frac0.1,B,legs,30.0,all,0.06388546852022478,0.002070224048748188,50
frac0.1,B,legs,30.0,post,0.06519352360048335,0.009676567260981919,50
frac0.1,B,legs,30.0,pre,0.06608526788258723,0.009596238963525251,50
frac0.1,B,legs,100.0,all,0.06388546852022478,0.002070224048748188,50
frac0.1,B,legs,100.0,post,0.06519352360048335,0.009676567260981919,50
frac0.1,B,legs,100.0,pre,0.06608526788258723,0.009596238963525251,50
frac0.1,B,point,0.0,all,0.3162806360537298,0.0016937708509591433,50
frac0.1,B,point,0.0,post,0.32188017807357466,0.04558238615053084,50
frac0.1,B,point,0.0,pre,0.32854714278290437,0.048252109479179114,50
frac0.1,B,point,0.01,all,0.314204153615902,0.0017351859200274004,50
frac0.1,B,point,0.01,post,0.3197617451324612,0.045268342638503954,50
frac0.1,B,point,0.01,pre,0.3263960718160981,0.047969147090013826,50
frac0.1,B,point,0.03,all,0.3102041892542944,0.0018692915154565103,50
frac0.1,B,point,0.03,post,0.3156667886866726,0.04466353970156111,50
frac0.1,B,point,0.03,pre,0.3222653176482932,0.04741639110781802,50
frac0.1,B,point,0.1,all,0.2976596202525648,0.002510451577430649,50
frac0.1,B,point,0.1,post,0.3026860512728481,0.04276025487413141,50
frac0.1,B,point,0.1,pre,0.3094362768189624,0.04560306866522428,50
frac0.1,B,point,0.3,all,0.2714037624564389,0.0037946253568941005,50
frac0.1,B,point,0.3,post,0.2745483438396288,0.038642526349497545,50
frac0.1,B,point,0.3,pre,0.2834603577120119,0.04122792203162809,50
frac0.1,B,point,1.0,all,0.23414287617466076,0.008759961251487062,50
frac0.1,B,point,1.0,post,0.22853983021366794,0.0322384284135217,50
frac0.1,B,point,1.0,pre,0.25181248751965224,0.03286585571863553,50
frac0.1,B,point,3.0,all,0.2279197307796048,0.022186217007010643,50
frac0.1,B,point,3.0,post,0.2055845127622922,0.03463550852155565,50
frac0.1,B,point,3.0,pre,0.2584168810484023,0.03272350924360237,50
frac0.1,B,point,10.0,all,0.24809856212115453,0.03270024080476431,50
frac0.1,B,point,10.0,post,0.21042647963134903,0.043742604166049685,50
frac0.1,B,point,10.0,pre,0.29063664733695677,0.038911798900506916,50
frac0.1,B,point,30.0,all,0.2639738238405582,0.03691384172554536,50
frac0.1,B,point,30.0,post,0.2192220635033978,0.0485828464088437,50
frac0.1,B,point,30.0,pre,0.31231499399513535,0.04272252784850694,50
frac0.1,B,point,100.0,all,0.27339895397814024,0.038811025422521954,50
frac0.1,B,point,100.0,post,0.22529761568146547,0.05088991143696545,50
frac0.1,B,point,100.0,pre,0.32460859203050113,0.04474415296096738,50
frac0.25,A,cur,0.0,all,0.07656924253447543,0.00741698015099554,50
frac0.25,A,cur,0.0,post,0.07872159902139293,0.014238540135529113,50
frac0.25,A,cur,0.0,pre,0.07772473502923193,0.012795219349807119,50
frac0.25,A,cur,0.01,all,0.0762769622879928,0.007467488502586908,50
frac0.25,A,cur,0.01,post,0.07823480506976808,0.014145423502270533,50
frac0.25,A,cur,0.01,pre,0.07761490318607182,0.012834571470571111,50
frac0.25,A,cur,0.03,all,0.0759587315208909,0.007566332588221662,50
frac0.25,A,cur,0.03,post,0.07740505655527445,0.013981203786485683,50
frac0.25,A,cur,0.03,pre,0.0777834305662704,0.012864673515825606,50
frac0.25,A,cur,0.1,all,0.0772077900825616,0.007962354225830437,50
frac0.25,A,cur,0.1,post,0.07582587941394717,0.013654073268357977,50
frac0.25,A,cur,0.1,pre,0.08167593196956989,0.012688840215341626,50
frac0.25,A,cur,0.3,all,0.09173498957158581,0.010927527948238642,50
frac0.25,A,cur,0.3,post,0.07860246223604685,0.015529521547933908,50
frac0.25,A,cur,0.3,pre,0.1058277232574677,0.013415866533802244,50
frac0.25,A,cur,1.0,all,0.14906743976909909,0.02255566408774907,50
frac0.25,A,cur,1.0,post,0.10540510617087394,0.030563809375731076,50
frac0.25,A,cur,1.0,pre,0.18476144309523101,0.021438526543904032,50
frac0.25,A,cur,3.0,all,0.22364063070559734,0.03382797221432759,50
frac0.25,A,cur,3.0,post,0.14932947951394296,0.049132902495535646,50
frac0.25,A,cur,3.0,pre,0.28141872116763655,0.029473700973234273,50
frac0.25,A,cur,10.0,all,0.28449905705928635,0.04134849011588095,50
frac0.25,A,cur,10.0,post,0.18764934526904756,0.06276607084937104,50
frac0.25,A,cur,10.0,pre,0.35929626044497565,0.03458992720709742,50
frac0.25,A,cur,30.0,all,0.31344296932065885,0.04485486728702317,50
frac0.25,A,cur,30.0,post,0.20631276042859042,0.06893052382185247,50
frac0.25,A,cur,30.0,pre,0.3961986520091677,0.036913821027229635,50
frac0.25,A,cur,100.0,all,0.3276408875671028,0.046919938936733754,50
frac0.25,A,cur,100.0,post,0.21565222510232526,0.07191870086204229,50
frac0.25,A,cur,100.0,pre,0.4142181274078947,0.03822183318560415,50
frac0.25,A,hist,0.0,all,0.07656924253447545,0.00741698015099556,50
frac0.25,A,hist,0.0,post,0.0787215990213929,0.01423854013552915,50
frac0.25,A,hist,0.0,pre,0.07772473502923198,0.012795219349807112,50
frac0.25,A,hist,0.01,all,0.07625367472602211,0.007461269180487221,50
frac0.25,A,hist,0.01,post,0.07838755022495297,0.014226766049618754,50
frac0.25,A,hist,0.01,pre,0.07741384270250383,0.012799531779644146,50
frac0.25,A,hist,0.03,all,0.07575394271203707,0.007554762844682758,50
frac0.25,A,hist,0.03,post,0.07785573227209791,0.014221303862401696,50
frac0.25,A,hist,0.03,pre,0.07692358393226657,0.012810477224905916,50
frac0.25,A,hist,0.1,all,0.07519122184887543,0.008000689089744616,50
frac0.25,A,hist,0.1,post,0.07722783273661611,0.014394086233530673,50
frac0.25,A,hist,0.1,pre,0.07639336358458775,0.012932818709559937,50
frac0.25,A,hist,0.3,all,0.0797933317261651,0.011316285239893552,50
frac0.25,A,hist,0.3,post,0.08189204275680369,0.0169329643031964,50
frac0.25,A,hist,0.3,pre,0.08108470517826688,0.014968442950134414,50
frac0.25,A,hist,1.0,all,0.10780971428167785,0.025872036457613427,50
frac0.25,A,hist,1.0,post,0.11052826213319764,0.031234833926939647,50
frac0.25,A,hist,1.0,pre,0.10944734539106245,0.027899371624778197,50
frac0.25,A,hist,3.0,all,0.1512134232295729,0.042689277592797094,50
frac0.25,A,hist,3.0,post,0.15478917363046904,0.04920312267326439,50
frac0.25,A,hist,3.0,pre,0.1535321465955045,0.045254496031526224,50
frac0.25,A,hist,10.0,all,0.1911779851313994,0.05508796911834165,50
frac0.25,A,hist,10.0,post,0.1953148319854742,0.0625482651924188,50
frac0.25,A,hist,10.0,pre,0.1943308733401318,0.05886020484391875,50
frac0.25,A,hist,30.0,all,0.221812947768238,0.060984331869460395,50
frac0.25,A,hist,30.0,post,0.22597000998090547,0.06888170660470523,50
frac0.25,A,hist,30.0,pre,0.2256923102615551,0.0657622599026956,50
frac0.25,A,hist,100.0,all,0.2694462974032067,0.06885864946265381,50
frac0.25,A,hist,100.0,post,0.2728727990026181,0.07779989145862522,50
frac0.25,A,hist,100.0,pre,0.27441449377681953,0.07527322839016232,50
frac0.25,A,in,0.0,all,0.07656924253441816,0.0074169801510001266,50
frac0.25,A,in,0.0,post,0.07872159902137858,0.01423854013552698,50
frac0.25,A,in,0.0,pre,0.07772473502913091,0.012795219349814407,50
frac0.25,A,in,0.01,all,0.07625389803819495,0.0074612583816846155,50
frac0.25,A,in,0.01,post,0.07838831396604704,0.014226969975806148,50
frac0.25,A,in,0.01,pre,0.07741364471230884,0.012800531724391283,50
frac0.25,A,in,0.03,all,0.07575449760778037,0.007554640774677554,50
frac0.25,A,in,0.03,post,0.07785791741788584,0.014221881294443503,50
frac0.25,A,in,0.03,pre,0.0769228637731597,0.012813456614935109,50
frac0.25,A,in,0.1,all,0.0751916829043476,0.007999551227243266,50
frac0.25,A,in,0.1,post,0.07723374977443494,0.014395677712699274,50
frac0.25,A,in,0.1,pre,0.07638952140943467,0.012942477866806483,50
frac0.25,A,in,0.3,all,0.0797840166390502,0.011310751571335964,50
frac0.25,A,in,0.3,post,0.0818979581707813,0.016935553495638096,50
frac0.25,A,in,0.3,pre,0.08106336361461107,0.014990672759536736,50
frac0.25,A,in,1.0,all,0.10771441312094647,0.02585858209980325,50
frac0.25,A,in,1.0,post,0.11046961772827242,0.031236302285037328,50
frac0.25,A,in,1.0,pre,0.10932348984636513,0.027924692948167185,50
frac0.25,A,in,3.0,all,0.1506967947989907,0.042682309240887985,50
frac0.25,A,in,3.0,post,0.1543477430974508,0.04922726277205506,50
frac0.25,A,in,3.0,pre,0.15295342640067458,0.04529334718635328,50
frac0.25,A,in,10.0,all,0.18787574520281736,0.05515636601233498,50
frac0.25,A,in,10.0,post,0.19219255253001463,0.06271905692434049,50
frac0.25,A,in,10.0,pre,0.1908531887132121,0.058940613373757854,50
frac0.25,A,in,30.0,all,0.20597788114897755,0.060807663076627376,50
frac0.25,A,in,30.0,post,0.21060590184520758,0.06887381372301825,50
frac0.25,A,in,30.0,pre,0.20933305643371589,0.06528019238857598,50
frac0.25,A,in,100.0,all,0.21499803617141147,0.06352650200133995,50
frac0.25,A,in,100.0,post,0.21981745416997986,0.07185603360576862,50
frac0.25,A,in,100.0,pre,0.21850766049831297,0.06838965131259993,50
frac0.25,A,legs,0.0,all,0.07656924253447545,0.0074169801509955426,50
frac0.25,A,legs,0.0,post,0.07872159902139293,0.014238540135529118,50
frac0.25,A,legs,0.0,pre,0.07772473502923197,0.012795219349807126,50
frac0.25,A,legs,0.01,all,0.07656924253447545,0.0074169801509955426,50
frac0.25,A,legs,0.01,post,0.07872159902139293,0.014238540135529118,50
frac0.25,A,legs,0.01,pre,0.07772473502923197,0.012795219349807126,50
frac0.25,A,legs,0.03,all,0.07656924253447545,0.0074169801509955426,50
frac0.25,A,legs,0.03,post,0.07872159902139293,0.014238540135529118,50
frac0.25,A,legs,0.03,pre,0.07772473502923197,0.012795219349807126,50
frac0.25,A,legs,0.1,all,0.07656924253447545,0.0074169801509955426,50
frac0.25,A,legs,0.1,post,0.07872159902139293,0.014238540135529118,50
frac0.25,A,legs,0.1,pre,0.07772473502923197,0.012795219349807126,50
frac0.25,A,legs,0.3,all,0.07656924253447545,0.0074169801509955426,50
frac0.25,A,legs,0.3,post,0.07872159902139293,0.014238540135529118,50
frac0.25,A,legs,0.3,pre,0.07772473502923197,0.012795219349807126,50
frac0.25,A,legs,1.0,all,0.07656924253447545,0.0074169801509955426,50
frac0.25,A,legs,1.0,post,0.07872159902139293,0.014238540135529118,50
frac0.25,A,legs,1.0,pre,0.07772473502923197,0.012795219349807126,50
frac0.25,A,legs,3.0,all,0.07656924253447545,0.0074169801509955426,50
frac0.25,A,legs,3.0,post,0.07872159902139293,0.014238540135529118,50
frac0.25,A,legs,3.0,pre,0.07772473502923197,0.012795219349807126,50
frac0.25,A,legs,10.0,all,0.07656924253447545,0.0074169801509955426,50
frac0.25,A,legs,10.0,post,0.07872159902139293,0.014238540135529118,50
frac0.25,A,legs,10.0,pre,0.07772473502923197,0.012795219349807126,50
frac0.25,A,legs,30.0,all,0.07656924253447545,0.0074169801509955426,50
frac0.25,A,legs,30.0,post,0.07872159902139293,0.014238540135529118,50
frac0.25,A,legs,30.0,pre,0.07772473502923197,0.012795219349807126,50
frac0.25,A,legs,100.0,all,0.07656924253447545,0.0074169801509955426,50
frac0.25,A,legs,100.0,post,0.07872159902139293,0.014238540135529118,50
