epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb
1,0.1481601804373874,0.576836327290535,0.3043859302997589,8496.0,7988.0,19435.4
2,0.12511871941639702,0.638660073429346,0.25084856152534485,8748.7,7379.4,22659.5
3,0.12249328765680406,0.5997436324834824,0.2766285240650177,7529.9,6677.8,22659.5
4,0.12879271540130427,0.6156434592604637,0.281437486410141,7261.9,5248.6,22659.5
