split,activity,n,n_capped,frac_capped,n_zero_gap_used,frac_zero_gap_used,n_zero_gap_global,n_first_update,n_first_interaction,mean_dt,mean_dt_uncapped,mean_log10_gap_used_pos,hist_dt,hist_log10_gap_update,hist_log10_gap_interaction,reservoir_rows,rows_seen
train_replay,endpoint,105230,1,9.502993442934524e-06,35,0.00033260477050270836,0,3514,7475,0.0009464863321330079,0.0009469419680952219,3.0789893740830774,103431 1268 372 102 36 13 4 2 1 0 0 1,3514 0 0 0 0 14 81488 17915 2294 5 0 0 0 0,7475 0 0 0 0 10 60759 28115 8638 233 0 0 0 0,200000,1119950
train_replay,closure,716973,0,0.0,245,0.00034171440207650774,0,3961,106608,0.0001565214005280116,0.0001565214005280116,3.079067953324708,715014 1363 397 135 34 19 3 6 1 1 0 0,3961 0 0 0 0 30 587883 116759 8330 10 0 0 0 0,106608 0 0 0 0 2 68863 232134 275813 33553 0 0 0 0,200000,1119950
val,endpoint,21845,0,0.0,0,0.0,0,836,836,0.001119172276429146,0.001119172276429146,3.078286961161667,21412 300 87 33 6 5 0 1 0 1 0 0,836 0 0 0 0 25 15843 4180 932 29 0 0 0 0,836 0 0 0 0 9 12636 5933 2213 218 0 0 0 0,200000,1119950
val,closure,110017,0,0.0,0,0.0,0,0,0,1.535099169205582e-06,1.535099169205582e-06,3.0782601762470256,110017 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 117 86729 21073 2066 32 0 0 0 0,0 0 0 0 0 7 9764 31690 38914 29642 0 0 0 0,200000,1119950
test,endpoint,24031,1,4.161291664932795e-05,0,0.0,0,916,916,0.0010994986420401129,0.0010996054869189355,3.0788684473133245,23546 346 94 35 7 2 0 0 0 0 0 1,916 0 0 0 0 14 16801 4990 1206 104 0 0 0 0,916 0 0 0 0 8 13096 6937 2730 344 0 0 0 0,200000,1119950
test,closure,141854,0,0.0,0,0.0,0,0,0,1.6776971439056745e-06,1.6776971439056745e-06,3.0788584026030477,141854 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 90 114305 24726 2696 37 0 0 0 0,0 0 0 0 0 1 11751 40184 49107 40811 0 0 0 0,200000,1119950
