epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb,peak_gpu_reserved_mb,epoch_steps,epoch_nonfinite_loss,epoch_nonfinite_grad,epoch_clipped,epoch_skipped_steps,track_nonfinite_positives,track_nonfinite_negatives,track_skipped_queries
1,0.10368820729175794,0.5585928542351722,0.09488336741924286,5.1,283.4,9228.4,25034.0,97,0,0,2,0,0,0,0
2,0.05043024869309258,0.5820686216056347,0.07845140993595123,5.1,293.0,9242.8,25034.0,97,0,0,0,0,0,0,0
3,0.046118327176447996,0.6131404804635048,0.07016024738550186,6.7,234.6,9242.8,25034.0,97,0,0,0,0,0,0,0
4,0.043576454599723986,0.6346311608421803,0.05991034954786301,4.6,335.5,9242.8,25034.0,97,0,0,0,0,0,0,0
5,0.04223460139533908,0.644056609814167,0.06198272481560707,4.3,378.1,9242.8,25036.0,97,0,0,0,0,0,0,0
6,0.041455870350227526,0.6570546508097649,0.05787806957960129,5.0,292.2,9242.8,25036.0,97,0,0,0,0,0,0,0
7,0.03944142031262523,0.6702648057353496,0.047271568328142166,5.5,303.1,9242.8,25036.0,97,0,0,0,0,0,0,0
8,0.0370776231122232,0.6789656063508988,0.046715132892131805,5.4,444.8,9242.8,25036.0,97,0,0,0,0,0,0,0
9,0.037130548215480806,0.6854971105802059,0.043873388320207596,5.2,412.0,9242.8,25036.0,97,0,0,0,0,0,0,0
10,0.03746104809772415,0.6913112189018726,0.03997862711548805,4.7,249.9,9242.8,25036.0,97,0,0,0,0,0,0,0
11,0.03599237480690492,0.7036264019441605,0.039910148829221725,4.6,287.3,9242.8,25036.0,97,0,0,0,0,0,0,0
