epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb,peak_gpu_reserved_mb,epoch_steps,epoch_nonfinite_loss,epoch_nonfinite_grad,epoch_clipped,epoch_skipped_steps,track_nonfinite_positives,track_nonfinite_negatives,track_skipped_queries
1,0.11701918120697602,0.6739340952384472,0.10732640326023102,11.1,337.3,9237.4,25036.0,97,0,0,3,0,0,0,0
2,0.05037413380041565,0.7068712604284286,0.07569845765829086,9.9,406.1,9251.9,25036.0,97,0,0,0,0,0,0,0
3,0.04634186266393391,0.7187614118766784,0.07121698558330536,8.9,178.8,9251.9,25036.0,97,0,0,0,0,0,0,0
4,0.0434566072197919,0.7127840413653851,0.061926063150167465,10.7,132.0,9251.9,25036.0,97,0,0,0,0,0,0,0
5,0.04157793295291281,0.7205818515646457,0.05846885219216347,12.2,136.7,9251.9,25036.0,97,0,0,0,0,0,0,0
6,0.03989643255037438,0.7195360286438465,0.0668523982167244,10.5,136.7,9251.9,25036.0,97,0,0,0,0,0,0,0
7,0.041272886443076674,0.7237767525827885,0.060611870139837265,15.5,130.8,9251.9,25036.0,97,0,0,0,0,0,0,0
8,0.043672983006564615,0.7236120958566665,0.06639518588781357,9.3,128.2,9251.9,25036.0,97,0,0,0,0,0,0,0
9,0.04211533918362303,0.730590813678503,0.05957963317632675,9.0,136.9,9251.9,25036.0,97,0,0,0,0,0,0,0
10,0.041675575509590584,0.7280218731486797,0.062458354979753494,9.6,129.1,9251.9,25036.0,97,0,0,0,0,0,0,0
11,0.040120873004966175,0.729645665435791,0.05739777535200119,11.0,132.6,9251.9,25038.0,97,0,0,0,0,0,0,0
12,0.039131341262038835,0.7262759490311146,0.058771904557943344,9.1,134.1,9251.9,25038.0,97,0,0,0,0,0,0,0
13,0.03859968581380918,0.7286895318758487,0.054447051137685776,9.5,131.0,9251.9,25038.0,97,0,0,0,0,0,0,0
14,0.038471069369349895,0.7277493202733993,0.05570505931973457,8.7,132.0,9251.9,25038.0,97,0,0,0,0,0,0,0
15,0.03807713352527815,0.728601381008625,0.05345762521028519,8.8,131.8,9251.9,25038.0,97,0,0,0,0,0,0,0
