split,activity,n_sample,dt_q,dt_uncapped_q,gap_used_q,gap_since_update_q,gap_since_interaction_q,preact_q,time_term_q
test,closure,25537,"[0.25, 0.25, 0.25, 0.25, 0.25]","[1012.858911, 1097.35498, 1176.814819, 1312.773315, 1924.443701]","[4362.6, 46214.0, 220148.0, 1233914.0, 2160823.8]","[577.0, 606.0, 1246.0, 4839.0, 43829.0]","[4362.6, 46214.0, 220148.0, 1233914.0, 2160823.8]","[1007.788831, 1091.09729, 1170.576172, 1307.356323, 1921.557397]","[2.221673, 4.340956, 5.789421, 7.395009, 7.917289]"
test,endpoint,4113,"[0.25, 0.25, 0.25, 0.25, 0.25]","[1024.971924, 1287.671753, 1618.202148, 1894.579712, 3184.381738]","[598.6, 850.0, 2719.0, 29036.0, 268322.0]","[575.0, 604.0, 1234.0, 8397.0, 94463.8]","[615.0, 906.0, 3036.0, 31320.0, 275449.8]","[1021.796509, 1283.286499, 1616.424683, 1893.738403, 3183.161133]","[0.796428, 0.997916, 1.831452, 3.912856, 5.973589]"
train_replay,closure,128531,"[0.25, 0.25, 0.25, 0.25, 0.25]","[1005.244812, 1093.083984, 1165.880249, 1302.957153, 1953.266479]","[0.0, 8714.0, 64064.0, 260204.0, 953362.5]","[578.0, 605.0, 1223.0, 4788.0, 34805.3]","[3100.0, 26632.75, 94957.5, 325895.5, 1007701.35]","[1001.387604, 1088.753479, 1161.362793, 1298.492981, 1949.427612]","[0.0, 2.822772, 4.643005, 5.944998, 7.154594]"
train_replay,endpoint,18402,"[0.25, 0.25, 0.25, 0.25, 0.25]","[1012.12092, 1268.139984, 1610.458923, 1940.604248, 3253.672852]","[0.0, 767.0, 1792.5, 15686.0, 155274.25]","[577.0, 601.25, 1196.0, 4791.0, 51593.3]","[615.0, 838.0, 2149.0, 18800.5, 164415.5]","[1008.983774, 1265.118439, 1608.948975, 1938.722473, 3252.35459]","[0.0, 0.936086, 1.508224, 3.350578, 5.464695]"
val,closure,19584,"[0.25, 0.25, 0.25, 0.25, 0.25]","[1012.126022, 1108.33429, 1198.797668, 1336.309906, 2003.452509]","[3906.4, 40210.25, 198236.0, 1018310.75, 1761141.4]","[581.0, 606.0, 1787.0, 5976.0, 45577.9]","[3906.4, 40210.25, 198236.0, 1018310.75, 1761141.4]","[1006.807773, 1102.573547, 1192.88562, 1331.171387, 2000.960748]","[2.128684, 4.212525, 5.691873, 7.216016, 7.72663]"
val,endpoint,3833,"[0.25, 0.25, 0.25, 0.25, 0.25]","[1012.336938, 1304.161621, 1619.507202, 1887.420654, 2944.962549]","[596.0, 788.0, 2080.0, 22172.0, 217430.0]","[580.0, 602.0, 1206.0, 6594.5, 81436.4]","[615.0, 832.0, 2291.0, 23790.5, 227320.3]","[1009.158923, 1300.57605, 1617.390259, 1886.15625, 2942.890234]","[0.794099, 0.952121, 1.621001, 3.665715, 5.777844]"
