epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb
1,0.35697853775288824,0.36732718762755395,0.3972752094268799,569.1,557.7,7010.3
2,0.25196750644118265,0.3730634845852852,0.39514511823654175,574.5,563.5,7448.1
3,0.23341134117734164,0.3688509018778801,0.39629119634628296,573.9,553.9,7542.1
4,0.23142157080478237,0.36528393817543986,0.40548738837242126,565.7,556.4,7907.2
5,0.2291873449921832,0.37056843984276056,0.42321619391441345,565.7,553.0,8099.0
6,0.228249320788379,0.3721972585082054,0.39322513341903687,569.2,555.8,8225.8
7,0.22794284018918984,0.3686532906398177,0.4055878221988678,564.9,548.0,8225.8
8,0.2259592251165917,0.3683465406492352,0.3967040181159973,561.1,548.8,8225.8
9,0.22972864476977883,0.374169040478766,0.3883228302001953,561.6,548.4,8225.8
10,0.2281037118229875,0.37691795576661824,0.3874044418334961,559.4,557.9,8225.8
11,0.2242552143542614,0.3729289109259844,0.3872809410095215,560.2,549.0,8225.8
12,0.22343650986825614,0.3691340603336692,0.3900684714317322,561.1,547.5,8225.8
13,0.22241591275634623,0.3694560201987624,0.40054988861083984,558.8,548.7,8225.8
14,0.22178069084770696,0.3704128195151687,0.39234209060668945,559.4,547.3,8225.8
15,0.2214503628306819,0.37230363502949476,0.39351654052734375,559.7,550.1,8225.8
16,0.22159212633015068,0.36988201732188464,0.4102697968482971,560.2,548.1,8225.8
17,0.22098087709873243,0.3708668382257223,0.3870649039745331,561.0,553.9,8225.8
18,0.22124494561799488,0.37149330475032327,0.39028942584991455,559.1,548.6,8225.8
