epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb,peak_gpu_reserved_mb,epoch_steps,epoch_nonfinite_loss,epoch_nonfinite_grad,epoch_clipped,epoch_skipped_steps,track_nonfinite_positives,track_nonfinite_negatives,track_skipped_queries
1,0.1070734563562059,0.5509814486420155,0.11358878761529922,10.4,122.7,9237.4,25036.0,97,0,0,3,0,0,0,0
2,0.050058379250857016,0.607867135797739,0.06609546393156052,10.3,102.7,9251.9,25036.0,97,0,0,0,0,0,0,0
3,0.047211353177415954,0.6834203646194935,0.06152227893471718,18.9,97.2,9251.9,25036.0,97,0,0,0,0,0,0,0
4,0.04413722347007277,0.7255827024054528,0.05049698427319527,9.8,109.0,9629.3,25036.0,97,0,0,0,0,0,0,0
5,0.0447805440533407,0.730565717856884,0.05866188555955887,10.6,125.2,9629.3,25036.0,97,0,0,0,0,0,0,0
6,0.04243716681088062,0.7265212572944164,0.053448982536792755,12.3,105.5,9910.3,25036.0,97,0,0,0,0,0,0,0
7,0.04416533054534307,0.7313905317151547,0.05534692481160164,9.4,130.0,9910.3,25036.0,97,0,0,0,0,0,0,0
8,0.043195432128826365,0.7306481017363071,0.0636814758181572,10.9,126.3,9910.3,25036.0,97,0,0,0,0,0,0,0
9,0.04382753635267007,0.7297625023388863,0.06032082438468933,10.4,134.0,9910.3,25036.0,97,0,0,0,0,0,0,0
10,0.04282398065840153,0.7291551970946789,0.06982766836881638,9.8,134.6,9910.3,25036.0,97,0,0,0,0,0,0,0
11,0.04598811123827376,0.7301687294375896,0.06510846316814423,9.3,131.1,9910.3,25036.0,97,0,0,0,0,0,0,0
12,0.04755288852167498,0.7358501113438606,0.06537459045648575,9.0,138.3,9910.3,25036.0,97,0,0,0,0,0,0,0
