dataset,model,seed,epochs,best_track_epoch,best_track_val_mrr,parameter_count,commit_hash,train_edges,final_val_edges,final_test_edges,config_json,prep_sec,negatives_load_sec,train_epochs_run,train_sec_total,selection_eval_sec_total,reserved_buffer_mib,backbone,spatial,clock,rng_isolation,params_embeddings,params_ssm_input_selector_B,params_ssm_other,params_map_decoder,params_spatial_block,params_scorer,params_rec,params_other,params_total,params_trainable,params_unused_by_construction,params_active,train_steps,train_nonfinite_loss,train_nonfinite_grad,train_clipped,train_skipped_steps,hw_hostname,hw_python,hw_torch,hw_cuda_runtime,hw_cudnn,hw_torch_geometric,hw_py_tgb,hw_cpu_model,hw_cpu_cores,hw_ram_gib,hw_gpu_model,hw_gpu_vram_gib,hw_gpu_visible,hw_gpu_count_visible,hw_precision,hw_sync,hw_gpu_driver,hw_gpu_other_processes_at_start,validation_mrr,test_mrr,final_val_loss,final_test_loss,final_eval_sec,final_replay_sec,final_val_sec,final_test_sec,final_eval_peak_gpu_mem_mb,final_eval_peak_gpu_reserved_mb,val_nonfinite_positives,val_nonfinite_negatives,val_skipped_queries,val_metric_examples,test_nonfinite_positives,test_nonfinite_negatives,test_skipped_queries,test_metric_examples,cpu_rss_mib,rec_keys_typed,rec_keys_untyped,rec_keys_symmetric,rec_keys_total,rec_cache_bytes,rec_cache_device,tracked_nodes,core_state_bytes,checkpoint_bytes,test_hits10,query_audit_affected_total,query_audit_parity,end_to_end_sec
tkgl-smallpedia,FaithfulEventTemporalSheaf,47,0,-1,-inf,648803,c04fb5727e40011d1ca9c40524202f867118e8c4,775514,162066,163172,"{""audit_eval_only"": true, ""backbone"": ""tsd"", ""bptt_steps"": 1, ""cache_warm_history"": false, ""candidate_chunk_size"": 1024, ""clock"": ""global"", ""clock_diagnostics"": false, ""closure_hops"": 1, ""context_edges"": 50000, ""d"": 2, ""dataset"": ""tkgl-smallpedia"", ""delta_time_scale"": ""auto"", ""dump_query_ranks"": false, ""emb_in_head"": false, ""epochs"": 0, ""eval_only"": ""results/event_bench/leakfree2/sp_f_s47/best.pt"", ""fast_core_off"": false, ""feedback_dim"": 16, ""grad_clip"": 1.0, ""hidden_channels"": 8, ""layers"": 2, ""learn_node_emb"": false, ""lr"": 0.01, ""max_score_elements"": 4000000, ""min_epochs"": 1, ""model"": ""faithful"", ""no_delta_t"": false, ""no_dst_range"": false, ""no_memory"": false, ""no_memory_readout"": false, ""no_query_audit"": false, ""node_type_emb"": false, ""out"": ""results/review_2026_09_22/audit/sp_f_s47_replay2"", ""patience"": null, ""predict_from_previous"": true, ""recurrency_decoder"": true, ""recurrency_symmetric"": true, ""recurrency_untyped"": true, ""relation_in_input"": true, ""reserve_gpu_mb"": null, ""rng_isolation"": false, ""save_checkpoint"": false, ""seed"": 47, ""sheaf_conditioning"": ""history"", ""sheaf_identity"": false, ""skip_final_eval"": false, ""spatial"": null, ""temporal_d_model"": 64, ""test_edges_cap"": null, ""time_window"": null, ""track_val_edges"": 50000, ""train_edges_cap"": null, ""train_loss"": ""softplus"", ""train_negatives_per_pos"": 32, ""val_edges_cap"": null, ""weight_decay"": 0.0}",6.3,1.3,0,0,0,20976,tsd,sheaf,global,False,9056,620928,4261,128,2534,11719,177,0,648803,648803,0,648803,0,0,0,0,0,biaslab0.ics.uci.edu,3.9.9,2.8.0+cu128,12.8,91002,2.6.1,2.2.0,AMD EPYC 7713 64-Core Processor,256,2003.8,NVIDIA A100-SXM4-80GB,79.3,4,1,float32,torch.cuda.synchronize-free wall clock (perf_counter),560.35.05,52,0.6445531757134492,0.6103094154928448,0.09153085947036743,0.11426917463541031,1237.2,273.8,589.5,374.0,22768.1,26726.0,0,0,0,162066,0,0,0,163172,51886.6,187872,180534,90269,458675,11008200,cuda:0,47433,15178560,2595216,0.7109062851382685,0,True,1248.6
