epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb
1,0.14391618474047627,0.6262686126470566,0.259283185005188,5054.8,4852.0,15624.1
2,0.12197219924207307,0.5053831256091594,0.3672330379486084,6466.8,6441.8,19043.2
3,0.12070853015123104,0.6324779004275799,0.2488565295934677,6857.4,6461.6,19691.5
4,0.12150148032119697,0.6035343366920948,0.27729833126068115,7281.0,6701.1,19691.5
