epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb,peak_gpu_reserved_mb,epoch_steps,epoch_nonfinite_loss,epoch_nonfinite_grad,epoch_clipped,epoch_skipped_steps,track_nonfinite_positives,track_nonfinite_negatives,track_skipped_queries
1,0.13274197080700667,0.5263924853634834,0.13947458565235138,5.4,112.7,9228.0,25034.0,97,0,0,4,0,0,0,0
2,0.06133204735047424,0.5521314644503593,0.12059635668992996,4.3,103.1,9242.4,25034.0,97,0,0,0,0,0,0,0
3,0.05179297395972247,0.5830823038101196,0.09709995985031128,4.4,90.3,9242.4,25034.0,97,0,0,0,0,0,0,0
4,0.05143964350146731,0.61914405133605,0.09509626775979996,4.5,96.4,9242.4,25034.0,97,0,0,0,0,0,0,0
5,0.05017091881138148,0.6328611707425118,0.09212805330753326,4.4,92.2,9242.4,25034.0,97,0,0,0,0,0,0,0
6,0.047729107340048885,0.6605998501133918,0.07759729772806168,4.5,92.0,9242.4,25034.0,97,0,0,0,0,0,0,0
7,0.051135192375591734,0.6735202189517021,0.08437225967645645,4.4,95.0,9242.4,25034.0,97,0,0,0,0,0,0,0
8,0.04652339644422851,0.6923219338262081,0.07730472832918167,4.3,97.2,9242.4,25034.0,97,0,0,0,0,0,0,0
9,0.045178130921936524,0.7067146483266353,0.07846961915493011,4.4,94.1,9242.4,25034.0,97,0,0,0,0,0,0,0
10,0.04654318370769933,0.710049211934805,0.08399022370576859,4.6,95.8,9242.4,25034.0,97,0,0,0,0,0,0,0
11,0.04697166118271572,0.7247946062493325,0.06840894371271133,4.4,104.4,9242.4,25034.0,97,0,0,0,0,0,0,0
12,0.04436922330678124,0.7280495730161667,0.05870894715189934,4.5,106.4,9242.4,25034.0,97,0,0,0,0,0,0,0
13,0.0433214911230907,0.7299310497999191,0.05960553511977196,4.3,107.5,9242.4,25034.0,97,0,0,0,0,0,0,0
14,0.04266369480102025,0.7299811726439,0.05798232555389404,4.5,105.3,9242.4,25034.0,97,0,0,0,0,0,0,0
15,0.04256761630939454,0.7297018675875664,0.0622473880648613,4.6,104.3,9242.4,25034.0,97,0,0,0,0,0,0,0
