split,activity,n_sample,dt_q,dt_uncapped_q,gap_used_q,gap_since_update_q,gap_since_interaction_q,preact_q,time_term_q
test,closure,44388,"[0.000348, 0.001074, 0.001892, 0.003064, 0.006043]","[0.000348, 0.001074, 0.001892, 0.003064, 0.006043]","[600.0, 600.0, 600.0, 600.0, 600.0]","[600.0, 600.0, 600.0, 600.0, 1800.0]","[1448.0, 8120.0, 28226.5, 77267.25, 333101.05]","[-8.988704, -7.861519, -7.29656, -6.814226, -6.133702]","[1.028161, 1.028161, 1.028161, 1.028161, 1.028161]"
test,endpoint,18353,"[0.001375, 0.011201, 0.02739, 0.062104, 0.170957]","[0.001375, 0.011201, 0.02739, 0.062104, 0.170957]","[600.0, 600.0, 600.0, 600.0, 600.0]","[600.0, 600.0, 1200.0, 7200.0, 78417.75]","[637.0, 953.0, 2347.5, 10387.0, 86409.0]","[-7.616926, -5.514342, -4.611591, -3.775745, -2.70781]","[1.028161, 1.028161, 1.028161, 1.028161, 1.028161]"
train_replay,closure,51049,"[0.000372, 0.000862, 0.001628, 0.003057, 0.006845]","[0.000372, 0.000862, 0.001628, 0.003057, 0.006845]","[600.0, 600.0, 600.0, 600.0, 600.0]","[600.0, 600.0, 600.0, 600.0, 1800.0]","[1371.0, 7685.5, 25512.0, 66092.5, 195349.0]","[-8.923562, -8.083745, -7.4466, -6.814894, -6.001551]","[1.028161, 1.028161, 1.028161, 1.028161, 1.028161]"
train_replay,endpoint,20310,"[0.001587, 0.013779, 0.031993, 0.069306, 0.25]","[0.001587, 0.013779, 0.031993, 0.069306, 0.293491]","[600.0, 600.0, 600.0, 600.0, 600.0]","[600.0, 600.0, 1200.0, 6000.0, 57600.0]","[638.0, 935.0, 2178.0, 8769.75, 67185.2]","[-7.473547, -5.305155, -4.453654, -3.661543, -2.091785]","[1.028161, 1.028161, 1.028161, 1.028161, 1.028161]"
val,closure,47743,"[0.000337, 0.001046, 0.001935, 0.003171, 0.006179]","[0.000337, 0.001046, 0.001935, 0.003171, 0.006179]","[599.0, 600.0, 600.0, 600.0, 600.0]","[600.0, 600.0, 600.0, 600.0, 1800.0]","[1558.0, 9880.0, 31708.0, 85585.0, 270598.7]","[-9.023922, -7.889375, -7.273627, -6.779825, -6.111506]","[1.027048, 1.028161, 1.028161, 1.028161, 1.028161]"
val,endpoint,18157,"[0.001198, 0.011434, 0.026176, 0.058549, 0.166744]","[0.001198, 0.011434, 0.026176, 0.058549, 0.166744]","[600.0, 600.0, 600.0, 600.0, 600.0]","[600.0, 600.0, 1200.0, 8400.0, 79800.0]","[639.0, 958.0, 2437.0, 11333.0, 86694.4]","[-7.754525, -5.493205, -4.657785, -3.83661, -2.733976]","[1.028161, 1.028161, 1.028161, 1.028161, 1.028161]"
