dataset,model,seed,epochs,best_track_epoch,best_track_val_mrr,parameter_count,commit_hash,train_edges,final_val_edges,final_test_edges,config_json
tgbl-wiki,FaithfulEventTemporalSheaf,43,1,1,0.6387727373540402,444686,09c27e8f3879cb2cebf51a3f945374c3edfeb766,20000,23621,23621,"{""bptt_steps"": 1, ""cache_warm_history"": false, ""candidate_chunk_size"": 1024, ""closure_hops"": 1, ""context_edges"": 50000, ""d"": 2, ""dataset"": ""tgbl-wiki"", ""delta_time_scale"": ""auto"", ""epochs"": 1, ""eval_only"": null, ""feedback_dim"": 16, ""grad_clip"": 1.0, ""hidden_channels"": 8, ""layers"": 2, ""learn_node_emb"": false, ""lr"": 0.0003, ""max_score_elements"": 4000000, ""min_epochs"": 1, ""model"": ""faithful"", ""no_delta_t"": false, ""no_dst_range"": false, ""no_memory_readout"": false, ""node_type_emb"": false, ""out"": ""results/event_bench/leakfree/smoke/wiki_pfp"", ""patience"": null, ""predict_from_previous"": true, ""recurrency_decoder"": true, ""recurrency_symmetric"": false, ""recurrency_untyped"": false, ""relation_in_input"": false, ""save_checkpoint"": false, ""seed"": 43, ""sheaf_conditioning"": ""history"", ""sheaf_identity"": false, ""skip_final_eval"": true, ""temporal_d_model"": 64, ""test_edges_cap"": null, ""time_window"": 600.0, ""track_val_edges"": 2000, ""train_edges_cap"": 20000, ""train_loss"": ""softplus"", ""train_negatives_per_pos"": 32, ""val_edges_cap"": null, ""weight_decay"": 0.0}"
