epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb
1,0.3574344011065655,0.3638176985487342,0.40709322690963745,838.0,765.4,7286.4
2,0.2514640011761646,0.36536327993422746,0.3958417773246765,1101.7,866.8,8181.5
3,0.23288922188313385,0.37479502196311953,0.4142507016658783,968.1,793.8,8181.5
4,0.23119946032818547,0.3689427002996206,0.3978979289531708,901.9,781.5,8181.5
5,0.22957789236889745,0.3697780819654465,0.39387762546539307,894.3,813.0,8181.5
6,0.22823474102450492,0.37010356690734625,0.4064054787158966,884.6,785.4,8360.4
7,0.22808705394933546,0.3749712331995368,0.4012163281440735,911.5,797.3,8360.4
8,0.22616925012124212,0.3692311435997486,0.41650423407554626,902.3,803.2,8360.4
9,0.22537140721889368,0.37611149973720315,0.41761380434036255,903.5,800.1,8360.4
10,0.22572004268492074,0.3669098435327411,0.4404737949371338,902.1,788.6,8360.4
11,0.22429157689885987,0.3681285493671894,0.4278561770915985,798.7,609.1,8360.4
12,0.22363695583509324,0.36658227559328077,0.4326525926589966,650.6,608.4,8360.4
13,0.2224595024201431,0.36807723455429076,0.41228991746902466,648.9,604.8,8360.4
14,0.2228683591365142,0.36888372694551946,0.41156941652297974,646.5,606.4,8360.4
15,0.22353717202978923,0.37135977015942334,0.40492013096809387,648.2,605.2,8360.4
16,0.22183254991370932,0.3715023561909795,0.3902810215950012,650.1,605.8,8360.4
17,0.22195122714497542,0.3688652658328414,0.40167680382728577,647.8,606.7,8360.4
