split,activity,n,n_capped,frac_capped,n_zero_gap_used,frac_zero_gap_used,n_zero_gap_global,n_first_update,n_first_interaction,mean_dt,mean_dt_uncapped,mean_log10_gap_used_pos,hist_dt,hist_log10_gap_update,hist_log10_gap_interaction,reservoir_rows,rows_seen
train_replay,endpoint,1303199,324597,0.24907707878842755,537,0.0004120629312944531,0,525811,534422,0.08224980615369026,0.1772671987194842,3.5562716814690196,764898 79440 24479 13372 11718 12928 13010 13896 14375 15589 14897 324597,525811 0 0 0 0 0 164412 308779 287239 16958 0 0 0 0,534422 0 0 0 0 0 144700 312980 292570 18527 0 0 0 0,200000,3319989
train_replay,closure,1061697,2976,0.0028030596300074313,1160,0.001092590447180316,0,8611,36755,0.004374303858731343,0.005040236183636538,3.556264856818028,1048474 4865 1408 678 504 435 615 408 304 562 468 2976,8611 0 0 0 0 0 754595 248457 48447 1587 0 0 0 0,36755 0 0 0 0 0 14678 113646 587509 309109 0 0 0 0,200000,3319989
val,endpoint,279765,68288,0.24409057601915893,0,0.0,0,81054,81054,0.08097790949409994,0.17120277309918186,3.5545979887951615,165756 17010 5169 2905 2698 2654 2681 2942 3238 3264 3160 68288,81054 0 0 0 0 0 34849 73851 73760 16251 0 0 0 0,81054 0 0 0 0 0 32191 75750 74127 16643 0 0 0 0,200000,3319989
val,closure,185742,318,0.001712052201440708,0,0.0,0,0,0,0.0037613993586561984,0.00411091880371028,3.554186103455014,184490 439 111 48 51 52 35 59 54 65 20 318,0 0 0 0 0 0 135098 42651 7303 690 0 0 0 0,0 0 0 0 0 0 755 4633 27545 152809 0 0 0 0,200000,3319989
test,endpoint,270528,65175,0.24091776082327893,0,0.0,0,66451,66451,0.08017930964783218,0.16849629997030244,3.5555930570252716,161022 16577 5057 2648 2530 2657 2637 2834 3127 3168 3096 65175,66451 0 0 0 0 0 34289 64880 84275 20633 0 0 0 0,66451 0 0 0 0 0 31555 66764 84687 21071 0 0 0 0,200000,3319989
test,closure,219058,287,0.0013101553013357193,0,0.0,0,0,0,0.0036297520778637554,0.0038954835026255396,3.5550677450170727,217725 536 152 37 49 56 37 63 28 67 21 287,0 0 0 0 0 0 161911 45949 10528 670 0 0 0 0,0 0 0 0 0 0 902 5454 27331 185371 0 0 0 0,200000,3319989
