split,activity,n_sample,dt_q,dt_uncapped_q,gap_used_q,gap_since_update_q,gap_since_interaction_q,preact_q,time_term_q
test,closure,19269,"[0.031366, 0.033158, 0.034453, 0.035866, 0.038423]","[0.031366, 0.033158, 0.034453, 0.035866, 0.038423]","[562.0, 589.0, 600.0, 614.0, 638.0]","[574.0, 603.0, 1203.0, 4208.0, 322042.0]","[3397.2, 315851.0, 392059.0, 500658.0, 664271.2]","[-4.329442, -4.28312, -4.249436, -4.212724, -4.154266]","[0.858812, 0.886156, 0.897086, 0.910827, 0.933954]"
test,endpoint,4427,"[0.031968, 0.033889, 0.03556, 0.037257, 0.0453]","[0.031968, 0.033889, 0.03556, 0.037257, 0.0453]","[559.9, 589.0, 600.0, 613.0, 639.0]","[574.0, 602.0, 1202.0, 6636.0, 356175.0]","[611.0, 844.0, 2189.0, 35725.5, 456408.6]","[-4.31474, -4.263477, -4.218359, -4.173627, -4.026326]","[0.856652, 0.886156, 0.897086, 0.909852, 0.934906]"
train_replay,closure,123689,"[0.031363, 0.033131, 0.034425, 0.035861, 0.038285]","[0.031363, 0.033131, 0.034425, 0.035861, 0.038285]","[560.0, 588.0, 600.0, 612.0, 643.0]","[574.0, 601.0, 1196.0, 3600.0, 23115.0]","[1689.0, 10947.0, 34604.0, 79796.0, 185263.5]","[-4.332903, -4.284399, -4.24908, -4.2107, -4.149025]","[0.856756, 0.885157, 0.897086, 0.908876, 0.938706]"
train_replay,endpoint,23975,"[0.032016, 0.033985, 0.035638, 0.037744, 0.044926]","[0.032016, 0.033985, 0.035638, 0.037744, 0.044926]","[560.0, 588.0, 600.0, 612.0, 643.0]","[572.0, 601.0, 1191.0, 4207.0, 40810.0]","[612.0, 824.0, 1832.0, 11044.5, 81666.0]","[-4.313893, -4.259334, -4.214605, -4.159215, -3.977987]","[0.856756, 0.885157, 0.897086, 0.908876, 0.938706]"
val,closure,20426,"[0.031512, 0.033225, 0.034423, 0.035786, 0.037944]","[0.031512, 0.033225, 0.034423, 0.035786, 0.037944]","[562.0, 588.0, 599.0, 610.0, 634.0]","[582.0, 603.0, 1203.0, 3608.0, 28212.0]","[2825.25, 24461.0, 74376.5, 153704.5, 296283.5]","[-4.332559, -4.282967, -4.248489, -4.212328, -4.156229]","[0.858812, 0.885157, 0.896098, 0.90692, 0.930136]"
val,endpoint,4606,"[0.032213, 0.033997, 0.035464, 0.037206, 0.042056]","[0.032213, 0.033997, 0.035464, 0.037206, 0.042056]","[562.0, 589.0, 599.0, 610.0, 634.0]","[578.0, 600.0, 1191.0, 4797.0, 48765.0]","[615.0, 810.0, 1874.0, 15837.0, 142179.0]","[-4.309519, -4.260044, -4.219309, -4.172014, -4.051281]","[0.858812, 0.886156, 0.896098, 0.90692, 0.930136]"
