split,activity,n,n_capped,frac_capped,n_zero_gap_used,frac_zero_gap_used,n_zero_gap_global,n_first_update,n_first_interaction,mean_dt,mean_dt_uncapped,mean_log10_gap_used_pos,hist_dt,hist_log10_gap_update,hist_log10_gap_interaction,reservoir_rows,rows_seen
train_replay,endpoint,23975,0,0.0,48,0.0020020855057351406,0,873,3072,0.03719643992982704,0.03719643992982704,2.777560681107179,70 22790 724 184 198 9 0 0 0 0 0 0,873 0 0 0 0 10699 8847 3347 209 0 0 0 0 0,3072 0 0 0 0 6935 8509 4849 610 0 0 0 0 0,196392,196392
train_replay,closure,123689,0,0.0,156,0.0012612277567123997,0,2199,37138,0.03455475371062985,0.03455475371062985,2.7776185976249574,237 123373 79 0 0 0 0 0 0 0 0 0,2199 0 0 0 0 54608 53157 13409 316 0 0 0 0 0,37138 0 0 0 0 1830 18537 50523 15661 0 0 0 0 0,196392,196392
val,endpoint,4606,0,0.0,0,0.0,0,265,265,0.0368777414483774,0.0368777414483774,2.777967856024904,0 4456 73 23 54 0 0 0 0 0 0 0,265 0 0 0 0 2038 1585 656 62 0 0 0 0 0,265 0 0 0 0 1459 1614 976 292 0 0 0 0 0,196392,196392
val,closure,20426,0,0.0,0,0.0,0,0,0,0.03455461145926792,0.03455461145926792,2.7779960477160337,0 20419 7 0 0 0 0 0 0 0 0 0,0 0 0 0 0 8828 8882 2602 114 0 0 0 0 0,0 0 0 0 0 245 2549 9798 7834 0 0 0 0 0,196392,196392
test,endpoint,4427,50,0.0112943302462164,0,0.0,0,384,384,0.039219085382929175,0.06467577247132102,2.807666765868882,0 4207 100 34 30 6 0 0 0 0 0 50,384 0 0 0 0 1777 1385 309 572 0 0 0 0 0,384 0 0 0 0 1277 1420 373 973 0 0 0 0 0,196392,196392
test,closure,19269,196,0.010171778504333385,0,0.0,0,0,0,0.03673536251737219,0.059128116881821395,2.8048684063713996,0 19064 9 0 0 0 0 0 0 0 0 196,0 0 0 0 0 8148 7995 1313 1813 0 0 0 0 0,0 0 0 0 0 213 1982 2204 14870 0 0 0 0 0,196392,196392
