epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb,peak_gpu_reserved_mb,epoch_steps,epoch_nonfinite_loss,epoch_nonfinite_grad,epoch_clipped,epoch_skipped_steps,track_nonfinite_positives,track_nonfinite_negatives,track_skipped_queries
1,0.13803549099367918,0.529108073580265,0.15153740346431732,5.0,114.8,9230.2,25028.0,97,0,0,5,0,0,0,0
2,0.06426548433595712,0.53165145555377,0.14581526815891266,4.2,108.2,9244.6,25028.0,97,0,0,0,0,0,0,0
3,0.061873108206182414,0.5434591813325882,0.14420998096466064,4.3,115.3,9244.6,25028.0,97,0,0,0,0,0,0,0
4,0.0611945927219907,0.5573572494888306,0.14255638420581818,4.0,117.6,9244.6,25028.0,97,0,0,0,0,0,0,0
5,0.06074063153457396,0.5668412332570553,0.14143376052379608,4.4,116.4,9244.6,25028.0,97,0,0,0,0,0,0,0
6,0.0603736382285037,0.5998079102241993,0.1414167433977127,4.6,123.1,9244.6,25028.0,97,0,0,0,0,0,0,0
7,0.059724037660305034,0.6117474111378193,0.1406897008419037,4.0,130.2,9244.6,25028.0,97,0,0,0,0,0,0,0
8,0.0594728384935057,0.6215646175706386,0.13960768282413483,4.4,127.1,9244.6,25028.0,97,0,0,0,0,0,0,0
9,0.05902272209371488,0.6302484811592102,0.13876691460609436,3.9,125.1,9244.6,25028.0,97,0,0,0,0,0,0,0
10,0.058564174286637107,0.6375052736783028,0.1385474056005478,4.3,127.9,9244.6,25028.0,97,0,0,0,0,0,0,0
11,0.058350709468587156,0.6463651743853093,0.1383853703737259,4.1,126.3,9244.6,25028.0,97,0,0,0,0,0,0,0
12,0.058144893055570496,0.6535672283685208,0.13842341303825378,3.7,126.3,9244.6,25028.0,97,0,0,0,0,0,0,0
13,0.05783870966010487,0.6607282758951187,0.138579860329628,4.0,126.6,9244.6,25028.0,97,0,0,0,0,0,0,0
14,0.05770403868758801,0.6686306192183494,0.13731321692466736,4.2,126.0,9244.6,25028.0,97,0,0,0,0,0,0,0
15,0.05752552419747274,0.676408294814825,0.13640928268432617,3.8,127.3,9244.6,25028.0,97,0,0,0,0,0,0,0
